,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
Mouse oligodendrocytes.1,-4015.2979,-907.9698,-328.5108,-290.21613,643.0633,-1237.8998,1926.7235,-980.8338,-273.2551,-240.46892,1544.9607,1479.2571,382.90573,-315.4094,-977.594,68.28794,-136.00148,446.66772,-102.50106,-294.9742,94.471985,-80.94559,220.83044,452.91687,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0
Mouse oligodendrocytes.2,23293.354,-1350.981,60.856358,218.05641,11454.462,3161.0347,523.41473,-83.57906,1537.8862,-445.83438,144.48782,-778.13513,-103.38324,9.189148,-468.52875,-246.00102,61.892544,232.62695,-97.722374,21.46046,141.45529,-13.077371,-200.0118,-293.62473,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0
Mouse oligodendrocytes.3,24185.488,-1006.965,691.49976,-453.52023,2298.8733,-588.5587,2499.1528,-1029.3457,554.8509,-81.88123,1978.2996,712.5495,-95.6876,293.19412,2217.4985,204.1845,-81.57843,-338.63724,327.15027,-26.406357,-285.1715,15.873461,51.832993,-104.04787,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0
Mouse oligodendrocytes.4,111753.12,1287.9236,-283.4637,31.35912,-4514.5083,-1158.885,-610.20776,-110.44906,-263.3528,255.69427,-245.11438,189.17578,-60.876858,-111.55846,-395.8516,74.38452,-6.19142,47.032375,16.974869,-22.07538,-184.81184,-19.694992,-169.53897,-479.2643,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0
Mouse oligodendrocytes.5,72413.164,760.5934,226.66635,20.708197,1606.2286,795.2021,-27.153728,430.98846,-78.37568,-201.2444,-377.46918,-364.03558,181.65175,81.04176,-78.98827,-84.40446,8.231299,-34.01989,-94.48982,45.408096,354.2669,33.491848,309.38327,875.4551,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0
Mouse microglia,-5181.612,41534.87,791.6888,1605.8425,-173.01146,296.82504,444.50497,-122.606445,129.70148,-146.53796,-959.64374,140.94902,2619.6077,426.80362,438.75772,-514.33795,-129.59323,296.364,17.86974,22.74078,-71.18048,-38.03432,-0.6010868,-115.98485,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0
Mouse microglia.1,-5580.6333,57760.11,-1625.1702,-798.16406,387.13647,-636.44293,-988.13104,-222.54471,128.7738,179.74727,611.09265,-150.68283,-1897.5403,-284.76404,-248.05263,374.79706,92.56591,-216.08379,6.824939,-18.498787,48.665157,25.634203,-4.693584,84.5111,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0
Mouse endothelial,-4209.405,-1230.4355,11288.399,1081.8774,-548.2957,379.01944,-2280.0442,-324.3102,469.78683,-104.53779,107.5779,-56.186718,30.68625,75.228935,27.830778,111.5556,-18.771904,-2.554268,77.97629,-57.52754,-8.869576,-48.608486,-30.042912,10.984592,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0
Mouse endothelial.1,-4191.7305,-1042.6471,12483.698,1175.6302,-568.9101,492.7531,-2376.425,-314.7796,413.2081,-14.7534685,175.15677,-8.613896,-241.96365,-114.31655,77.1467,38.1624,-14.644751,-22.481628,3.558283,-19.149899,42.46069,2.701903,78.76627,-13.552452,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0
Mouse whole brain,-4091.5464,-1493.8289,128.76166,-235.22144,393.01315,-1102.1211,1881.7362,-754.5429,-581.88824,313.63495,-640.0214,-299.50488,-43.237408,-286.78775,-19.260868,-404.56598,376.19974,-697.7357,-165.2197,226.7418,8.27166,234.12827,65.04224,-8.837837,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mouse whole brain.1,-3951.0242,-1375.2446,146.42572,-265.5653,385.46362,-944.9075,1867.9816,-657.14935,-643.10803,226.26482,-680.6437,-288.65973,-42.916096,-266.66922,-7.81474,-452.84677,444.1143,-750.6241,-204.95105,289.92416,28.383284,356.0796,94.820076,114.05407,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0
Mouse whole brain.2,-4111.8335,-1561.7622,159.1695,-249.32172,361.22653,-1061.2269,1747.0543,-776.37225,-463.3142,310.4271,-597.46173,-260.86826,-11.352862,-285.0778,-96.866165,-394.49155,385.6203,-681.2194,-128.50345,244.81136,-7.8247952,223.2703,-25.40218,-141.75996,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0
