,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
Mouse oligodendrocytes.2,-3903.625,-2259.956,-771.7439,1003.64343,53.543945,113.647705,-428.68433,-160.53325,19.075073,140.38663,-79.53674,-30.94403,41.26145,-237.0251,12.841614,38.93402,-184.89398,-44.44162,16.240402,-71.596214,-80.48021,10.74562,35.536285,14.9982605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mouse oligodendrocytes.3,-4278.326,-2305.23,-653.32745,1162.6724,-233.1189,-723.3241,-183.36426,123.55774,408.7836,-78.27417,85.75244,-289.01794,104.125595,-180.78131,-32.329834,80.2525,-110.32532,-52.302094,15.971863,-41.644196,-60.9886,9.6286955,-24.804249,60.48941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mouse oligodendrocytes.4,-4270.2188,-2285.6323,-710.29736,697.39075,-508.83032,-378.98315,-230.65689,-110.04146,325.3763,-83.23389,66.64662,-225.17876,49.375954,-149.91351,8.255798,6.0678177,-117.69696,19.3226,70.20309,-43.87323,-22.64621,94.25657,7.4746246,27.412262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mouse oligodendrocytes.5,-4265.6797,-2285.171,-706.20825,707.6965,-510.15515,-389.70068,-256.31082,-107.55917,321.9398,-131.47198,54.374695,-202.53204,33.045517,-173.54153,29.783669,-27.852867,-160.36015,33.31085,58.076187,-21.269306,11.084045,98.5522,6.3467712,29.38153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mouse microglia,-4266.7607,-2283.3945,-705.07526,728.18164,-507.55457,-401.8249,-271.45172,-107.76986,303.12585,-122.41167,101.37549,-235.57622,66.2522,-142.24783,14.631592,-1.6906738,-122.13694,-2.8051453,9.207396,-23.931808,-26.870567,54.98597,-53.23831,52.415466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mouse microglia.1,-4270.213,-2285.6328,-710.29736,697.3906,-508.8305,-378.98325,-230.65686,-110.04146,325.3763,-83.23393,66.64661,-225.17877,49.375977,-149.9135,8.255768,6.06781,-117.696976,19.322601,70.2031,-43.87323,-22.646217,94.25658,7.4746227,27.412243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mouse endothelial,-4244.5547,-2278.405,-766.07227,581.6522,-617.63354,-61.285828,-301.65857,-267.1942,302.78912,-171.95383,44.401085,-156.38513,36.865406,-45.683655,9.404175,8.241058,-78.59683,-5.678423,3.0967255,-31.595768,-40.636925,81.24541,-78.90663,73.10817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mouse endothelial.1,-4245.087,-2276.95,-760.83887,569.71045,-616.63434,-69.44208,-288.2162,-259.4135,325.42886,-151.86702,31.720924,-153.13762,32.934753,-124.60883,24.760727,-18.785336,-124.07656,-11.8347225,2.7061691,-37.012318,-21.64938,56.70635,-47.41939,60.620274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mouse whole brain,-4267.6743,-2344.5713,-684.76636,-391.2992,-377.19855,-634.1794,-456.4746,-97.69855,353.6416,-217.4114,65.938416,-204.47797,86.700165,-114.62654,9.084587,-36.15384,-49.165436,-16.287964,65.322876,6.4591064,-36.79555,-11.11647,-45.468204,57.989517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mouse whole brain.1,-4258.593,-2325.669,-676.7683,-377.1023,-372.98477,-618.1404,-457.98047,-139.58093,266.76044,-279.3853,52.34198,-195.90103,54.94712,-70.85074,10.894196,-44.166687,-21.42331,33.976685,142.39597,31.333893,-14.429378,31.667175,-2.9150467,51.57818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mouse whole brain.2,-4267.6743,-2344.5713,-684.76624,-391.29913,-377.1985,-634.1794,-456.47437,-97.69855,353.64166,-217.41144,65.938354,-204.47795,86.70016,-114.62654,9.084595,-36.15384,-49.165405,-16.288025,65.32289,6.4591064,-36.795555,-11.11647,-45.46821,57.989517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
