	batch	cell
ola_mES_2i_3_25.counts	1.01757529495317	ola_mES_2i_3_25.counts
ola_mES_2i_3_26.counts	1.00628452637665	ola_mES_2i_3_26.counts
ola_mES_2i_3_28.counts	1.00590937239622	ola_mES_2i_3_28.counts
ola_mES_2i_3_30.counts	1.10526112811574	ola_mES_2i_3_30.counts
ola_mES_2i_3_31.counts	1.00430171802118	ola_mES_2i_3_31.counts
ola_mES_2i_3_33.counts	1.00324320318427	ola_mES_2i_3_33.counts
ola_mES_2i_3_36.counts	1.00229729753577	ola_mES_2i_3_36.counts
ola_mES_2i_3_37.counts	1	ola_mES_2i_3_37.counts
ola_mES_2i_3_38.counts	1.00392682942605	ola_mES_2i_3_38.counts
ola_mES_2i_3_39.counts	1.00420568186713	ola_mES_2i_3_39.counts
ola_mES_2i_3_4.counts	1.0023904878546	ola_mES_2i_3_4.counts
ola_mES_2i_3_41.counts	1.16604209383849	ola_mES_2i_3_41.counts
ola_mES_2i_3_42.counts	1.00146400515742	ola_mES_2i_3_42.counts
ola_mES_2i_3_43.counts	1.00198928685699	ola_mES_2i_3_43.counts
ola_mES_2i_3_45.counts	1.00180440506076	ola_mES_2i_3_45.counts
ola_mES_2i_3_46.counts	1.00307492066252	ola_mES_2i_3_46.counts
ola_mES_2i_3_47.counts	1.00214629422512	ola_mES_2i_3_47.counts
ola_mES_2i_3_49.counts	1.00383132722405	ola_mES_2i_3_49.counts
ola_mES_2i_3_5.counts	1.01464490247061	ola_mES_2i_3_5.counts
ola_mES_2i_3_52.counts	1.17471694686983	ola_mES_2i_3_52.counts
ola_mES_2i_3_54.counts	1.01924087078538	ola_mES_2i_3_54.counts
ola_mES_2i_3_56.counts	1.00873003462719	ola_mES_2i_3_56.counts
ola_mES_2i_3_57.counts	1.00373703700287	ola_mES_2i_3_57.counts
ola_mES_2i_3_58.counts	1.002546093614	ola_mES_2i_3_58.counts
ola_mES_2i_3_6.counts	1.16795351922287	ola_mES_2i_3_6.counts
ola_mES_2i_3_62.counts	1.00333137417157	ola_mES_2i_3_62.counts
ola_mES_2i_3_65.counts	1.00087921137056	ola_mES_2i_3_65.counts
ola_mES_2i_3_66.counts	1.00635546718722	ola_mES_2i_3_66.counts
ola_mES_2i_3_69.counts	1.024035283427	ola_mES_2i_3_69.counts
ola_mES_2i_3_7.counts	1.03095958008203	ola_mES_2i_3_7.counts
ola_mES_2i_3_73.counts	1.0723718140485	ola_mES_2i_3_73.counts
ola_mES_2i_3_76.counts	1.017048529932	ola_mES_2i_3_76.counts
ola_mES_2i_3_77.counts	1.00050223901738	ola_mES_2i_3_77.counts
ola_mES_2i_3_78.counts	1.00264518316515	ola_mES_2i_3_78.counts
ola_mES_2i_3_79.counts	1.09033502280593	ola_mES_2i_3_79.counts
ola_mES_2i_3_8.counts	1.00916857336973	ola_mES_2i_3_8.counts
ola_mES_2i_3_80.counts	1.00546249285202	ola_mES_2i_3_80.counts
ola_mES_2i_3_82.counts	1.00436074990331	ola_mES_2i_3_82.counts
ola_mES_2i_3_83.counts	1.01161795073202	ola_mES_2i_3_83.counts
ola_mES_2i_3_84.counts	1.00064666617704	ola_mES_2i_3_84.counts
ola_mES_2i_3_87.counts	1.01405733739752	ola_mES_2i_3_87.counts
ola_mES_2i_3_88.counts	1.00111285247262	ola_mES_2i_3_88.counts
ola_mES_2i_3_90.counts	1.00363748597839	ola_mES_2i_3_90.counts
ola_mES_2i_3_91.counts	1.03732441119313	ola_mES_2i_3_91.counts
ola_mES_2i_3_92.counts	1.00119877223548	ola_mES_2i_3_92.counts
ola_mES_2i_3_96.counts	1.10037260972933	ola_mES_2i_3_96.counts
ola_mES_a2i_2_1.counts	1.19051834521773	ola_mES_a2i_2_1.counts
ola_mES_a2i_2_10.counts	1.00216309710118	ola_mES_a2i_2_10.counts
ola_mES_a2i_2_11.counts	1.01007572793572	ola_mES_a2i_2_11.counts
ola_mES_a2i_2_12.counts	1.00213911854754	ola_mES_a2i_2_12.counts
ola_mES_a2i_2_13.counts	1.00747543211184	ola_mES_a2i_2_13.counts
ola_mES_a2i_2_14.counts	1.02078959116284	ola_mES_a2i_2_14.counts
ola_mES_a2i_2_15.counts	1.28837492974808	ola_mES_a2i_2_15.counts
ola_mES_a2i_2_16.counts	1.05694834127499	ola_mES_a2i_2_16.counts
ola_mES_a2i_2_17.counts	1.02132846486214	ola_mES_a2i_2_17.counts
ola_mES_a2i_2_18.counts	1.00698836137432	ola_mES_a2i_2_18.counts
ola_mES_a2i_2_19.counts	1.16037619286014	ola_mES_a2i_2_19.counts
ola_mES_a2i_2_2.counts	1.23333494677937	ola_mES_a2i_2_2.counts
ola_mES_a2i_2_20.counts	1.02176367116109	ola_mES_a2i_2_20.counts
ola_mES_a2i_2_21.counts	1.0919372246718	ola_mES_a2i_2_21.counts
ola_mES_a2i_2_22.counts	1.03099725214328	ola_mES_a2i_2_22.counts
ola_mES_a2i_2_23.counts	1.00952952448286	ola_mES_a2i_2_23.counts
ola_mES_a2i_2_24.counts	1.02091418925669	ola_mES_a2i_2_24.counts
ola_mES_a2i_2_25.counts	1.14508894135897	ola_mES_a2i_2_25.counts
ola_mES_a2i_2_26.counts	1.00419980365925	ola_mES_a2i_2_26.counts
ola_mES_a2i_2_27.counts	1.00815384408642	ola_mES_a2i_2_27.counts
ola_mES_a2i_2_28.counts	1.01054504996187	ola_mES_a2i_2_28.counts
ola_mES_a2i_2_29.counts	1.00531696319776	ola_mES_a2i_2_29.counts
ola_mES_a2i_2_3.counts	1.04389273059928	ola_mES_a2i_2_3.counts
ola_mES_a2i_2_30.counts	1.0023016037214	ola_mES_a2i_2_30.counts
ola_mES_a2i_2_31.counts	1.07917532743393	ola_mES_a2i_2_31.counts
ola_mES_a2i_2_32.counts	1.00824006654933	ola_mES_a2i_2_32.counts
ola_mES_a2i_2_33.counts	1.00716395295591	ola_mES_a2i_2_33.counts
ola_mES_a2i_2_34.counts	1.00567465455642	ola_mES_a2i_2_34.counts
ola_mES_a2i_2_35.counts	1.00753649150198	ola_mES_a2i_2_35.counts
ola_mES_a2i_2_36.counts	1.0089820085646	ola_mES_a2i_2_36.counts
ola_mES_a2i_2_37.counts	1.00846517709144	ola_mES_a2i_2_37.counts
ola_mES_a2i_2_38.counts	1.00663249938238	ola_mES_a2i_2_38.counts
ola_mES_a2i_2_39.counts	1.0067145537052	ola_mES_a2i_2_39.counts
ola_mES_a2i_2_4.counts	1.01818346814835	ola_mES_a2i_2_4.counts
ola_mES_a2i_2_40.counts	1.00560294500562	ola_mES_a2i_2_40.counts
ola_mES_a2i_2_41.counts	1.02007631478092	ola_mES_a2i_2_41.counts
ola_mES_a2i_2_42.counts	1.02362678402437	ola_mES_a2i_2_42.counts
ola_mES_a2i_2_43.counts	1.01092581827277	ola_mES_a2i_2_43.counts
ola_mES_a2i_2_44.counts	1.1617672371906	ola_mES_a2i_2_44.counts
ola_mES_a2i_2_45.counts	1.01498811756439	ola_mES_a2i_2_45.counts
ola_mES_a2i_2_46.counts	1.35074138220876	ola_mES_a2i_2_46.counts
ola_mES_a2i_2_47.counts	1.02533485958776	ola_mES_a2i_2_47.counts
ola_mES_a2i_2_48.counts	1.01470198039787	ola_mES_a2i_2_48.counts
ola_mES_a2i_2_49.counts	1.28307611262349	ola_mES_a2i_2_49.counts
ola_mES_a2i_2_5.counts	1.04191671684117	ola_mES_a2i_2_5.counts
ola_mES_a2i_2_50.counts	1.01697994582084	ola_mES_a2i_2_50.counts
ola_mES_a2i_2_51.counts	1.00302653975954	ola_mES_a2i_2_51.counts
ola_mES_a2i_2_52.counts	1.00791315574016	ola_mES_a2i_2_52.counts
ola_mES_a2i_2_53.counts	1.01264226117868	ola_mES_a2i_2_53.counts
ola_mES_a2i_2_54.counts	1.03070789460692	ola_mES_a2i_2_54.counts
ola_mES_a2i_2_55.counts	1.27029424405426	ola_mES_a2i_2_55.counts
ola_mES_a2i_2_56.counts	1.01527851903082	ola_mES_a2i_2_56.counts
ola_mES_a2i_2_57.counts	1.04796061416828	ola_mES_a2i_2_57.counts
ola_mES_a2i_2_59.counts	1.07810831766461	ola_mES_a2i_2_59.counts
ola_mES_a2i_2_6.counts	1.00653697231519	ola_mES_a2i_2_6.counts
ola_mES_a2i_2_60.counts	1.02229271355401	ola_mES_a2i_2_60.counts
ola_mES_a2i_2_61.counts	1.01321675205818	ola_mES_a2i_2_61.counts
ola_mES_a2i_2_62.counts	1.09631120286148	ola_mES_a2i_2_62.counts
ola_mES_a2i_2_63.counts	1.00312372450059	ola_mES_a2i_2_63.counts
ola_mES_a2i_2_64.counts	1.0058427483948	ola_mES_a2i_2_64.counts
ola_mES_a2i_2_65.counts	1.00379637877519	ola_mES_a2i_2_65.counts
ola_mES_a2i_2_66.counts	1.20236891424291	ola_mES_a2i_2_66.counts
ola_mES_a2i_2_67.counts	1.00504653757676	ola_mES_a2i_2_67.counts
ola_mES_a2i_2_68.counts	1.05412163529239	ola_mES_a2i_2_68.counts
ola_mES_a2i_2_69.counts	1.01189896927275	ola_mES_a2i_2_69.counts
ola_mES_a2i_2_7.counts	1.00230602980848	ola_mES_a2i_2_7.counts
ola_mES_a2i_2_70.counts	1.01161000686215	ola_mES_a2i_2_70.counts
ola_mES_a2i_2_71.counts	1.02822689125687	ola_mES_a2i_2_71.counts
ola_mES_a2i_2_72.counts	1.0060102233017	ola_mES_a2i_2_72.counts
ola_mES_a2i_2_73.counts	1.02872483470097	ola_mES_a2i_2_73.counts
ola_mES_a2i_2_74.counts	1.00336821516406	ola_mES_a2i_2_74.counts
ola_mES_a2i_2_75.counts	1.0698272950362	ola_mES_a2i_2_75.counts
ola_mES_a2i_2_76.counts	1.00701401939693	ola_mES_a2i_2_76.counts
ola_mES_a2i_2_77.counts	1.00632688497527	ola_mES_a2i_2_77.counts
ola_mES_a2i_2_78.counts	1.00790260101955	ola_mES_a2i_2_78.counts
ola_mES_a2i_2_8.counts	1.68160246522935	ola_mES_a2i_2_8.counts
ola_mES_a2i_2_80.counts	1.12619715042623	ola_mES_a2i_2_80.counts
ola_mES_a2i_2_81.counts	1.0419085412033	ola_mES_a2i_2_81.counts
ola_mES_a2i_2_82.counts	1.19891618491503	ola_mES_a2i_2_82.counts
ola_mES_a2i_2_83.counts	1.1678251428936	ola_mES_a2i_2_83.counts
ola_mES_a2i_2_84.counts	1.00948448458811	ola_mES_a2i_2_84.counts
ola_mES_a2i_2_86.counts	1.62726361328714	ola_mES_a2i_2_86.counts
ola_mES_a2i_2_87.counts	1.06193121327328	ola_mES_a2i_2_87.counts
ola_mES_a2i_2_88.counts	1.04523324392624	ola_mES_a2i_2_88.counts
ola_mES_a2i_2_89.counts	1.01101027397699	ola_mES_a2i_2_89.counts
ola_mES_a2i_2_9.counts	1.02909827836677	ola_mES_a2i_2_9.counts
ola_mES_a2i_2_90.counts	1.10766567507637	ola_mES_a2i_2_90.counts
ola_mES_a2i_2_91.counts	1.00592163969463	ola_mES_a2i_2_91.counts
ola_mES_a2i_2_92.counts	1.00219538887638	ola_mES_a2i_2_92.counts
ola_mES_a2i_2_93.counts	1.01469052921242	ola_mES_a2i_2_93.counts
ola_mES_a2i_2_94.counts	1.05569878163798	ola_mES_a2i_2_94.counts
ola_mES_a2i_2_95.counts	1.00819511347522	ola_mES_a2i_2_95.counts
ola_mES_a2i_2_96.counts	1.00546044949718	ola_mES_a2i_2_96.counts
ola_mES_a2i_3_10.counts	1.06834572392789	ola_mES_a2i_3_10.counts
ola_mES_a2i_3_11.counts	1.52318088586486	ola_mES_a2i_3_11.counts
ola_mES_a2i_3_13.counts	1.18591774757238	ola_mES_a2i_3_13.counts
ola_mES_a2i_3_16.counts	1.03786577341721	ola_mES_a2i_3_16.counts
ola_mES_a2i_3_17.counts	1.12288169588451	ola_mES_a2i_3_17.counts
ola_mES_a2i_3_18.counts	1.05638427669623	ola_mES_a2i_3_18.counts
ola_mES_a2i_3_2.counts	1.15220025514173	ola_mES_a2i_3_2.counts
ola_mES_a2i_3_20.counts	1.05704079214746	ola_mES_a2i_3_20.counts
ola_mES_a2i_3_21.counts	1.05692848391431	ola_mES_a2i_3_21.counts
ola_mES_a2i_3_22.counts	1.04016675397423	ola_mES_a2i_3_22.counts
ola_mES_a2i_3_24.counts	1.34844088906276	ola_mES_a2i_3_24.counts
ola_mES_a2i_3_25.counts	1.0566657010399	ola_mES_a2i_3_25.counts
ola_mES_a2i_3_26.counts	1.05539280979294	ola_mES_a2i_3_26.counts
ola_mES_a2i_3_28.counts	1.05207047565115	ola_mES_a2i_3_28.counts
ola_mES_a2i_3_29.counts	1.04678768597284	ola_mES_a2i_3_29.counts
ola_mES_a2i_3_3.counts	1.22533452181017	ola_mES_a2i_3_3.counts
ola_mES_a2i_3_30.counts	1.03284780649439	ola_mES_a2i_3_30.counts
ola_mES_a2i_3_31.counts	1.19553576254095	ola_mES_a2i_3_31.counts
ola_mES_a2i_3_33.counts	1.11624692634975	ola_mES_a2i_3_33.counts
ola_mES_a2i_3_34.counts	1.0537189453023	ola_mES_a2i_3_34.counts
ola_mES_a2i_3_37.counts	1.41181706998935	ola_mES_a2i_3_37.counts
ola_mES_a2i_3_38.counts	1.04295120754227	ola_mES_a2i_3_38.counts
ola_mES_a2i_3_39.counts	1.03303682626414	ola_mES_a2i_3_39.counts
ola_mES_a2i_3_4.counts	1.19502054413718	ola_mES_a2i_3_4.counts
ola_mES_a2i_3_40.counts	1.0737815592866	ola_mES_a2i_3_40.counts
ola_mES_a2i_3_41.counts	1.03639181773563	ola_mES_a2i_3_41.counts
ola_mES_a2i_3_42.counts	1.0500815790111	ola_mES_a2i_3_42.counts
ola_mES_a2i_3_44.counts	1.05483356869323	ola_mES_a2i_3_44.counts
ola_mES_a2i_3_45.counts	1.05490251876647	ola_mES_a2i_3_45.counts
ola_mES_a2i_3_47.counts	1.02458257022837	ola_mES_a2i_3_47.counts
ola_mES_a2i_3_49.counts	1.03003204453731	ola_mES_a2i_3_49.counts
ola_mES_a2i_3_50.counts	1.17886688923173	ola_mES_a2i_3_50.counts
ola_mES_a2i_3_52.counts	1.30521183081359	ola_mES_a2i_3_52.counts
ola_mES_a2i_3_54.counts	1.07221070751175	ola_mES_a2i_3_54.counts
ola_mES_a2i_3_56.counts	1.07488132019844	ola_mES_a2i_3_56.counts
ola_mES_a2i_3_58.counts	1.48995249699707	ola_mES_a2i_3_58.counts
ola_mES_a2i_3_59.counts	1.06538295293569	ola_mES_a2i_3_59.counts
ola_mES_a2i_3_6.counts	1.07693614854125	ola_mES_a2i_3_6.counts
ola_mES_a2i_3_62.counts	1.18908686009109	ola_mES_a2i_3_62.counts
ola_mES_a2i_3_64.counts	1.10030661546698	ola_mES_a2i_3_64.counts
ola_mES_a2i_3_65.counts	1.04612751065861	ola_mES_a2i_3_65.counts
ola_mES_a2i_3_66.counts	1.11039840123171	ola_mES_a2i_3_66.counts
ola_mES_a2i_3_67.counts	1.04802917050287	ola_mES_a2i_3_67.counts
ola_mES_a2i_3_68.counts	1.09308774675974	ola_mES_a2i_3_68.counts
ola_mES_a2i_3_69.counts	1.05216718499474	ola_mES_a2i_3_69.counts
ola_mES_a2i_3_7.counts	1.08607352528873	ola_mES_a2i_3_7.counts
ola_mES_a2i_3_71.counts	1.04419588074342	ola_mES_a2i_3_71.counts
ola_mES_a2i_3_73.counts	1.3019028944322	ola_mES_a2i_3_73.counts
ola_mES_a2i_3_75.counts	1.16072273907547	ola_mES_a2i_3_75.counts
ola_mES_a2i_3_76.counts	1.19643126422527	ola_mES_a2i_3_76.counts
ola_mES_a2i_3_77.counts	1.08240352413211	ola_mES_a2i_3_77.counts
ola_mES_a2i_3_8.counts	1.01427659597021	ola_mES_a2i_3_8.counts
ola_mES_a2i_3_80.counts	1.47018856873219	ola_mES_a2i_3_80.counts
ola_mES_a2i_3_81.counts	1.65404312496897	ola_mES_a2i_3_81.counts
ola_mES_a2i_3_82.counts	1.03184681722181	ola_mES_a2i_3_82.counts
ola_mES_a2i_3_83.counts	1.28082471926673	ola_mES_a2i_3_83.counts
ola_mES_a2i_3_84.counts	1.19765345404609	ola_mES_a2i_3_84.counts
ola_mES_a2i_3_85.counts	1.08420335201697	ola_mES_a2i_3_85.counts
ola_mES_a2i_3_86.counts	1.03265845933858	ola_mES_a2i_3_86.counts
ola_mES_a2i_3_89.counts	1.05412118377024	ola_mES_a2i_3_89.counts
ola_mES_a2i_3_9.counts	1.04836341565129	ola_mES_a2i_3_9.counts
ola_mES_a2i_3_90.counts	1.01524157174939	ola_mES_a2i_3_90.counts
ola_mES_a2i_3_91.counts	1.11660073690527	ola_mES_a2i_3_91.counts
ola_mES_a2i_3_92.counts	1.14786032510488	ola_mES_a2i_3_92.counts
ola_mES_a2i_3_94.counts	1.06558891357954	ola_mES_a2i_3_94.counts
ola_mES_a2i_3_96.counts	1.47498800219483	ola_mES_a2i_3_96.counts
ola_mES_lif_2_1.counts	1.00538059101718	ola_mES_lif_2_1.counts
ola_mES_lif_2_10.counts	1.02832959533981	ola_mES_lif_2_10.counts
ola_mES_lif_2_11.counts	1.00887509573823	ola_mES_lif_2_11.counts
ola_mES_lif_2_12.counts	1.65460774327371	ola_mES_lif_2_12.counts
ola_mES_lif_2_13.counts	1.03212827720902	ola_mES_lif_2_13.counts
ola_mES_lif_2_14.counts	1.02852616213181	ola_mES_lif_2_14.counts
ola_mES_lif_2_15.counts	1.02544400792308	ola_mES_lif_2_15.counts
ola_mES_lif_2_16.counts	1.01326903080949	ola_mES_lif_2_16.counts
ola_mES_lif_2_17.counts	1.01520602839889	ola_mES_lif_2_17.counts
ola_mES_lif_2_18.counts	1.00600078108431	ola_mES_lif_2_18.counts
ola_mES_lif_2_19.counts	1.00550822458894	ola_mES_lif_2_19.counts
ola_mES_lif_2_2.counts	1.00597377802829	ola_mES_lif_2_2.counts
ola_mES_lif_2_20.counts	1.02538151132406	ola_mES_lif_2_20.counts
ola_mES_lif_2_21.counts	1.01409403733369	ola_mES_lif_2_21.counts
ola_mES_lif_2_23.counts	1.02766697665612	ola_mES_lif_2_23.counts
ola_mES_lif_2_25.counts	1.01945603212351	ola_mES_lif_2_25.counts
ola_mES_lif_2_26.counts	1.04018975827831	ola_mES_lif_2_26.counts
ola_mES_lif_2_27.counts	1.01045054200059	ola_mES_lif_2_27.counts
ola_mES_lif_2_28.counts	1.00714365079577	ola_mES_lif_2_28.counts
ola_mES_lif_2_29.counts	1.00349762400603	ola_mES_lif_2_29.counts
ola_mES_lif_2_3.counts	1.00259449974539	ola_mES_lif_2_3.counts
ola_mES_lif_2_30.counts	1.22106802866001	ola_mES_lif_2_30.counts
ola_mES_lif_2_31.counts	1.06886686186377	ola_mES_lif_2_31.counts
ola_mES_lif_2_32.counts	1.00570134496711	ola_mES_lif_2_32.counts
ola_mES_lif_2_33.counts	1.00278097673778	ola_mES_lif_2_33.counts
ola_mES_lif_2_34.counts	1.01736598248774	ola_mES_lif_2_34.counts
ola_mES_lif_2_35.counts	1.10724633920704	ola_mES_lif_2_35.counts
ola_mES_lif_2_36.counts	1.16055424751014	ola_mES_lif_2_36.counts
ola_mES_lif_2_37.counts	1.01348803520252	ola_mES_lif_2_37.counts
ola_mES_lif_2_38.counts	1.00620408877901	ola_mES_lif_2_38.counts
ola_mES_lif_2_39.counts	1.00734441143888	ola_mES_lif_2_39.counts
ola_mES_lif_2_4.counts	1.03972750624195	ola_mES_lif_2_4.counts
ola_mES_lif_2_40.counts	1.00938776779034	ola_mES_lif_2_40.counts
ola_mES_lif_2_41.counts	1.04739817134939	ola_mES_lif_2_41.counts
ola_mES_lif_2_42.counts	1.05545478366934	ola_mES_lif_2_42.counts
ola_mES_lif_2_43.counts	1.13213442563696	ola_mES_lif_2_43.counts
ola_mES_lif_2_44.counts	1.01578360197668	ola_mES_lif_2_44.counts
ola_mES_lif_2_45.counts	1.42088237749384	ola_mES_lif_2_45.counts
ola_mES_lif_2_46.counts	1.09496089712663	ola_mES_lif_2_46.counts
ola_mES_lif_2_47.counts	1.00961144704934	ola_mES_lif_2_47.counts
ola_mES_lif_2_48.counts	1.2720870998811	ola_mES_lif_2_48.counts
ola_mES_lif_2_49.counts	1.00644795871896	ola_mES_lif_2_49.counts
ola_mES_lif_2_5.counts	1.02015748950966	ola_mES_lif_2_5.counts
ola_mES_lif_2_50.counts	1.01243864825428	ola_mES_lif_2_50.counts
ola_mES_lif_2_51.counts	1.01142216229784	ola_mES_lif_2_51.counts
ola_mES_lif_2_52.counts	1.00491845008649	ola_mES_lif_2_52.counts
ola_mES_lif_2_53.counts	1.37866237338198	ola_mES_lif_2_53.counts
ola_mES_lif_2_54.counts	1.00648587405658	ola_mES_lif_2_54.counts
ola_mES_lif_2_55.counts	1.00928187813314	ola_mES_lif_2_55.counts
