	batch	cell
ola_mES_lif_2_21.counts	1.01129607282597	ola_mES_lif_2_21.counts
ola_mES_lif_2_23.counts	1.03142814552368	ola_mES_lif_2_23.counts
ola_mES_lif_2_25.counts	1.02178607499509	ola_mES_lif_2_25.counts
ola_mES_lif_2_26.counts	1.02135731388908	ola_mES_lif_2_26.counts
ola_mES_lif_2_27.counts	1.013733084502	ola_mES_lif_2_27.counts
ola_mES_lif_2_28.counts	1.0034856409008	ola_mES_lif_2_28.counts
ola_mES_lif_2_29.counts	1.00328279494469	ola_mES_lif_2_29.counts
ola_mES_lif_2_3.counts	1.00335599461491	ola_mES_lif_2_3.counts
ola_mES_lif_2_30.counts	1.19855904233476	ola_mES_lif_2_30.counts
ola_mES_lif_2_31.counts	1.06670260590205	ola_mES_lif_2_31.counts
ola_mES_lif_2_32.counts	1.00471757193442	ola_mES_lif_2_32.counts
ola_mES_lif_2_33.counts	1.0029376906784	ola_mES_lif_2_33.counts
ola_mES_lif_2_34.counts	1.01241296513245	ola_mES_lif_2_34.counts
ola_mES_lif_2_35.counts	1.04656842873504	ola_mES_lif_2_35.counts
ola_mES_lif_2_36.counts	1.14814991037094	ola_mES_lif_2_36.counts
ola_mES_lif_2_37.counts	1.00812416094022	ola_mES_lif_2_37.counts
ola_mES_lif_2_38.counts	1.00543262714861	ola_mES_lif_2_38.counts
ola_mES_lif_2_39.counts	1.00519188798083	ola_mES_lif_2_39.counts
ola_mES_lif_2_4.counts	1.03237216094322	ola_mES_lif_2_4.counts
ola_mES_lif_2_40.counts	1.00786032491081	ola_mES_lif_2_40.counts
ola_mES_lif_2_41.counts	1.04495872943122	ola_mES_lif_2_41.counts
ola_mES_lif_2_42.counts	1.02846183550909	ola_mES_lif_2_42.counts
ola_mES_lif_2_43.counts	1.0604085593304	ola_mES_lif_2_43.counts
ola_mES_lif_2_44.counts	1.01628728880261	ola_mES_lif_2_44.counts
ola_mES_lif_2_45.counts	1.39780655631529	ola_mES_lif_2_45.counts
ola_mES_lif_2_46.counts	1.04658749315317	ola_mES_lif_2_46.counts
ola_mES_lif_2_47.counts	1.00622538527276	ola_mES_lif_2_47.counts
ola_mES_lif_2_48.counts	1.25448950483811	ola_mES_lif_2_48.counts
ola_mES_lif_2_49.counts	1.00711449384125	ola_mES_lif_2_49.counts
ola_mES_lif_2_5.counts	1.01347739216795	ola_mES_lif_2_5.counts
ola_mES_lif_2_50.counts	1.00893712693319	ola_mES_lif_2_50.counts
ola_mES_lif_2_51.counts	1.01184491662971	ola_mES_lif_2_51.counts
ola_mES_lif_2_52.counts	1.00444858765854	ola_mES_lif_2_52.counts
ola_mES_lif_2_53.counts	1.27611624493862	ola_mES_lif_2_53.counts
ola_mES_lif_2_54.counts	1.00493700428392	ola_mES_lif_2_54.counts
ola_mES_lif_2_55.counts	1.00808754082719	ola_mES_lif_2_55.counts
