	celltype	cell
ola_mES_2i_2_93.counts	1.03551532737648	ola_mES_2i_2_93.counts
ola_mES_2i_2_94.counts	1.0086823329082	ola_mES_2i_2_94.counts
ola_mES_2i_2_95.counts	2.00258822852469	ola_mES_2i_2_95.counts
ola_mES_2i_3_10.counts	1.05207741522395	ola_mES_2i_3_10.counts
ola_mES_2i_3_11.counts	1.07218785670532	ola_mES_2i_3_11.counts
ola_mES_2i_3_12.counts	1.00181062068973	ola_mES_2i_3_12.counts
ola_mES_2i_3_13.counts	1.00050271619985	ola_mES_2i_3_13.counts
ola_mES_2i_3_15.counts	1.00933603000684	ola_mES_2i_3_15.counts
ola_mES_2i_3_16.counts	1.01182477616294	ola_mES_2i_3_16.counts
ola_mES_2i_3_17.counts	1.35128754577417	ola_mES_2i_3_17.counts
ola_mES_2i_3_18.counts	1.24350104954741	ola_mES_2i_3_18.counts
ola_mES_2i_3_19.counts	1.00361363411368	ola_mES_2i_3_19.counts
ola_mES_2i_3_2.counts	1.08239153760024	ola_mES_2i_3_2.counts
ola_mES_2i_3_20.counts	1.00978258209171	ola_mES_2i_3_20.counts
ola_mES_2i_3_21.counts	1.1960678399355	ola_mES_2i_3_21.counts
ola_mES_2i_3_23.counts	1.10214073728026	ola_mES_2i_3_23.counts
ola_mES_2i_3_25.counts	1.01177764397395	ola_mES_2i_3_25.counts
ola_mES_2i_3_26.counts	1.27335268062241	ola_mES_2i_3_26.counts
ola_mES_2i_3_28.counts	1.20985340919123	ola_mES_2i_3_28.counts
ola_mES_2i_3_30.counts	1.00278576475773	ola_mES_2i_3_30.counts
ola_mES_2i_3_31.counts	1.1655334021061	ola_mES_2i_3_31.counts
ola_mES_2i_3_33.counts	1.09734790688062	ola_mES_2i_3_33.counts
ola_mES_2i_3_36.counts	1.07806371648605	ola_mES_2i_3_36.counts
ola_mES_2i_3_37.counts	1.04243332929875	ola_mES_2i_3_37.counts
ola_mES_2i_3_38.counts	1.03700903541917	ola_mES_2i_3_38.counts
ola_mES_2i_3_39.counts	1.47368141809953	ola_mES_2i_3_39.counts
ola_mES_2i_3_4.counts	1.082264608822	ola_mES_2i_3_4.counts
ola_mES_2i_3_41.counts	1.00905945602102	ola_mES_2i_3_41.counts
ola_mES_2i_3_42.counts	1.06030924848484	ola_mES_2i_3_42.counts
ola_mES_2i_3_43.counts	1.08370260674656	ola_mES_2i_3_43.counts
ola_mES_2i_3_45.counts	1.22567088155881	ola_mES_2i_3_45.counts
ola_mES_2i_3_46.counts	1.10978348368658	ola_mES_2i_3_46.counts
ola_mES_2i_3_47.counts	1.05043813856468	ola_mES_2i_3_47.counts
ola_mES_2i_3_49.counts	1.12506747417624	ola_mES_2i_3_49.counts
ola_mES_2i_3_5.counts	1.01209944797207	ola_mES_2i_3_5.counts
ola_mES_2i_3_52.counts	1.00330166291097	ola_mES_2i_3_52.counts
ola_mES_2i_3_54.counts	1.58300724194719	ola_mES_2i_3_54.counts
ola_mES_2i_3_56.counts	1.00642466913329	ola_mES_2i_3_56.counts
ola_mES_2i_3_57.counts	1.03241991193999	ola_mES_2i_3_57.counts
ola_mES_2i_3_58.counts	1.02505322699629	ola_mES_2i_3_58.counts
ola_mES_2i_3_6.counts	1.00601888365753	ola_mES_2i_3_6.counts
ola_mES_2i_3_62.counts	1.06877981491621	ola_mES_2i_3_62.counts
ola_mES_2i_3_65.counts	1.00254154635797	ola_mES_2i_3_65.counts
ola_mES_2i_3_66.counts	1.51185321484916	ola_mES_2i_3_66.counts
ola_mES_2i_3_69.counts	2.20668626673178	ola_mES_2i_3_69.counts
ola_mES_2i_3_7.counts	1.00509470377356	ola_mES_2i_3_7.counts
ola_mES_2i_3_73.counts	1.02079272548683	ola_mES_2i_3_73.counts
ola_mES_2i_3_76.counts	1.10953421988555	ola_mES_2i_3_76.counts
ola_mES_2i_3_77.counts	1.0187714694039	ola_mES_2i_3_77.counts
ola_mES_2i_3_78.counts	1.20331167793953	ola_mES_2i_3_78.counts
ola_mES_2i_3_79.counts	1.00209433292133	ola_mES_2i_3_79.counts
ola_mES_2i_3_8.counts	1.12667411052672	ola_mES_2i_3_8.counts
ola_mES_2i_3_80.counts	1.0000001192093	ola_mES_2i_3_80.counts
ola_mES_2i_3_82.counts	1.07511069310089	ola_mES_2i_3_82.counts
ola_mES_2i_3_83.counts	1.00211137388948	ola_mES_2i_3_83.counts
ola_mES_2i_3_84.counts	1.04070852749742	ola_mES_2i_3_84.counts
ola_mES_2i_3_87.counts	1.00115912478468	ola_mES_2i_3_87.counts
ola_mES_2i_3_88.counts	1.03778842849526	ola_mES_2i_3_88.counts
