	batch	cell
ola_mES_2i_3_25.counts	1.01788203695264	ola_mES_2i_3_25.counts
ola_mES_2i_3_26.counts	1.00632592237095	ola_mES_2i_3_26.counts
ola_mES_2i_3_28.counts	1.0059512264888	ola_mES_2i_3_28.counts
ola_mES_2i_3_30.counts	1.10588825063065	ola_mES_2i_3_30.counts
ola_mES_2i_3_31.counts	1.00425930660464	ola_mES_2i_3_31.counts
ola_mES_2i_3_33.counts	1.00338840349455	ola_mES_2i_3_33.counts
ola_mES_2i_3_36.counts	1.00234018254516	ola_mES_2i_3_36.counts
ola_mES_2i_3_37.counts	1	ola_mES_2i_3_37.counts
ola_mES_2i_3_38.counts	1.0038780873978	ola_mES_2i_3_38.counts
ola_mES_2i_3_39.counts	1.00478180330934	ola_mES_2i_3_39.counts
ola_mES_2i_3_4.counts	1.00286429744685	ola_mES_2i_3_4.counts
ola_mES_2i_3_41.counts	1.17036768558812	ola_mES_2i_3_41.counts
ola_mES_2i_3_42.counts	1.00153025510521	ola_mES_2i_3_42.counts
ola_mES_2i_3_43.counts	1.00201786347434	ola_mES_2i_3_43.counts
ola_mES_2i_3_45.counts	1.00175306815896	ola_mES_2i_3_45.counts
ola_mES_2i_3_46.counts	1.00315193019748	ola_mES_2i_3_46.counts
ola_mES_2i_3_47.counts	1.00221153538172	ola_mES_2i_3_47.counts
ola_mES_2i_3_49.counts	1.00382125569186	ola_mES_2i_3_49.counts
ola_mES_2i_3_5.counts	1.01489652433173	ola_mES_2i_3_5.counts
ola_mES_2i_3_52.counts	1.1762699155591	ola_mES_2i_3_52.counts
ola_mES_2i_3_54.counts	1.0176983907339	ola_mES_2i_3_54.counts
ola_mES_2i_3_56.counts	1.00876886382959	ola_mES_2i_3_56.counts
ola_mES_2i_3_57.counts	1.00376371013366	ola_mES_2i_3_57.counts
ola_mES_2i_3_58.counts	1.00254764928679	ola_mES_2i_3_58.counts
ola_mES_2i_3_6.counts	1.17180639945509	ola_mES_2i_3_6.counts
ola_mES_2i_3_62.counts	1.00257523254355	ola_mES_2i_3_62.counts
ola_mES_2i_3_65.counts	1.000927974274	ola_mES_2i_3_65.counts
ola_mES_2i_3_66.counts	1.00689663797013	ola_mES_2i_3_66.counts
ola_mES_2i_3_69.counts	1.02236398392073	ola_mES_2i_3_69.counts
ola_mES_2i_3_7.counts	1.03112014301076	ola_mES_2i_3_7.counts
ola_mES_2i_3_73.counts	1.07441086300193	ola_mES_2i_3_73.counts
ola_mES_2i_3_76.counts	1.01761010422619	ola_mES_2i_3_76.counts
ola_mES_2i_3_77.counts	1.00051178300992	ola_mES_2i_3_77.counts
ola_mES_2i_3_78.counts	1.00270215423829	ola_mES_2i_3_78.counts
ola_mES_2i_3_79.counts	1.09064663387633	ola_mES_2i_3_79.counts
ola_mES_2i_3_8.counts	1.00835170741762	ola_mES_2i_3_8.counts
ola_mES_2i_3_80.counts	1.00590654634838	ola_mES_2i_3_80.counts
ola_mES_2i_3_82.counts	1.00439890695665	ola_mES_2i_3_82.counts
ola_mES_2i_3_83.counts	1.0122484493807	ola_mES_2i_3_83.counts
ola_mES_2i_3_84.counts	1.00061254013273	ola_mES_2i_3_84.counts
ola_mES_2i_3_87.counts	1.0152070044251	ola_mES_2i_3_87.counts
ola_mES_2i_3_88.counts	1.0011158376497	ola_mES_2i_3_88.counts
ola_mES_2i_3_90.counts	1.00353866854221	ola_mES_2i_3_90.counts
ola_mES_2i_3_91.counts	1.03848029914227	ola_mES_2i_3_91.counts
ola_mES_2i_3_92.counts	1.00118659111561	ola_mES_2i_3_92.counts
ola_mES_2i_3_96.counts	1.10531313679566	ola_mES_2i_3_96.counts
ola_mES_a2i_2_1.counts	1.19544664105916	ola_mES_a2i_2_1.counts
ola_mES_a2i_2_10.counts	1.00218115640775	ola_mES_a2i_2_10.counts
ola_mES_a2i_2_11.counts	1.00995956781848	ola_mES_a2i_2_11.counts
ola_mES_a2i_2_12.counts	1.00235465761181	ola_mES_a2i_2_12.counts
ola_mES_a2i_2_13.counts	1.0083934116486	ola_mES_a2i_2_13.counts
ola_mES_a2i_2_14.counts	1.0210194401005	ola_mES_a2i_2_14.counts
ola_mES_a2i_2_15.counts	1.28796526979613	ola_mES_a2i_2_15.counts
ola_mES_a2i_2_16.counts	1.05652875926295	ola_mES_a2i_2_16.counts
ola_mES_a2i_2_17.counts	1.02189983195972	ola_mES_a2i_2_17.counts
ola_mES_a2i_2_18.counts	1.00707395280131	ola_mES_a2i_2_18.counts
ola_mES_a2i_2_19.counts	1.16083898571356	ola_mES_a2i_2_19.counts
ola_mES_a2i_2_2.counts	1.22361723296808	ola_mES_a2i_2_2.counts
ola_mES_a2i_2_20.counts	1.02233022621454	ola_mES_a2i_2_20.counts
ola_mES_a2i_2_21.counts	1.09309032702963	ola_mES_a2i_2_21.counts
ola_mES_a2i_2_22.counts	1.03259656211932	ola_mES_a2i_2_22.counts
ola_mES_a2i_2_23.counts	1.00990730183213	ola_mES_a2i_2_23.counts
ola_mES_a2i_2_24.counts	1.02007557787708	ola_mES_a2i_2_24.counts
ola_mES_a2i_2_25.counts	1.1409968719844	ola_mES_a2i_2_25.counts
ola_mES_a2i_2_26.counts	1.00430993620264	ola_mES_a2i_2_26.counts
ola_mES_a2i_2_27.counts	1.0080625658185	ola_mES_a2i_2_27.counts
ola_mES_a2i_2_28.counts	1.0109870083035	ola_mES_a2i_2_28.counts
ola_mES_a2i_2_29.counts	1.00561767078102	ola_mES_a2i_2_29.counts
ola_mES_a2i_2_3.counts	1.04231504322762	ola_mES_a2i_2_3.counts
ola_mES_a2i_2_30.counts	1.00235513631831	ola_mES_a2i_2_30.counts
ola_mES_a2i_2_31.counts	1.07895643677816	ola_mES_a2i_2_31.counts
ola_mES_a2i_2_32.counts	1.00832859285322	ola_mES_a2i_2_32.counts
ola_mES_a2i_2_33.counts	1.00798505198693	ola_mES_a2i_2_33.counts
ola_mES_a2i_2_34.counts	1.00578514942357	ola_mES_a2i_2_34.counts
ola_mES_a2i_2_35.counts	1.00777608081505	ola_mES_a2i_2_35.counts
ola_mES_a2i_2_36.counts	1.00899366721644	ola_mES_a2i_2_36.counts
ola_mES_a2i_2_37.counts	1.0087459161583	ola_mES_a2i_2_37.counts
ola_mES_a2i_2_38.counts	1.00658019004982	ola_mES_a2i_2_38.counts
ola_mES_a2i_2_39.counts	1.00612714915207	ola_mES_a2i_2_39.counts
ola_mES_a2i_2_4.counts	1.01784299032885	ola_mES_a2i_2_4.counts
ola_mES_a2i_2_40.counts	1.00523880318836	ola_mES_a2i_2_40.counts
ola_mES_a2i_2_41.counts	1.01941051570141	ola_mES_a2i_2_41.counts
ola_mES_a2i_2_42.counts	1.02290963883825	ola_mES_a2i_2_42.counts
ola_mES_a2i_2_43.counts	1.01117733831973	ola_mES_a2i_2_43.counts
ola_mES_a2i_2_44.counts	1.16006873759148	ola_mES_a2i_2_44.counts
ola_mES_a2i_2_45.counts	1.01524821753209	ola_mES_a2i_2_45.counts
ola_mES_a2i_2_46.counts	1.34696325934197	ola_mES_a2i_2_46.counts
ola_mES_a2i_2_47.counts	1.02590292791357	ola_mES_a2i_2_47.counts
ola_mES_a2i_2_48.counts	1.01526711849867	ola_mES_a2i_2_48.counts
ola_mES_a2i_2_49.counts	1.28484290012006	ola_mES_a2i_2_49.counts
ola_mES_a2i_2_5.counts	1.04320660516098	ola_mES_a2i_2_5.counts
ola_mES_a2i_2_50.counts	1.01763940952057	ola_mES_a2i_2_50.counts
ola_mES_a2i_2_51.counts	1.00334509188044	ola_mES_a2i_2_51.counts
ola_mES_a2i_2_52.counts	1.00835013795318	ola_mES_a2i_2_52.counts
ola_mES_a2i_2_53.counts	1.01319948940905	ola_mES_a2i_2_53.counts
ola_mES_a2i_2_54.counts	1.03107379092876	ola_mES_a2i_2_54.counts
ola_mES_a2i_2_55.counts	1.27421399912961	ola_mES_a2i_2_55.counts
ola_mES_a2i_2_56.counts	1.01566109351396	ola_mES_a2i_2_56.counts
ola_mES_a2i_2_57.counts	1.04813933059454	ola_mES_a2i_2_57.counts
ola_mES_a2i_2_59.counts	1.07902654154025	ola_mES_a2i_2_59.counts
ola_mES_a2i_2_6.counts	1.00707545893846	ola_mES_a2i_2_6.counts
ola_mES_a2i_2_60.counts	1.02283331879649	ola_mES_a2i_2_60.counts
ola_mES_a2i_2_61.counts	1.01392461177585	ola_mES_a2i_2_61.counts
ola_mES_a2i_2_62.counts	1.09501916772859	ola_mES_a2i_2_62.counts
ola_mES_a2i_2_63.counts	1.00324667713496	ola_mES_a2i_2_63.counts
ola_mES_a2i_2_64.counts	1.00594858045945	ola_mES_a2i_2_64.counts
ola_mES_a2i_2_65.counts	1.00393912087975	ola_mES_a2i_2_65.counts
ola_mES_a2i_2_66.counts	1.20163759511925	ola_mES_a2i_2_66.counts
ola_mES_a2i_2_67.counts	1.00500005573234	ola_mES_a2i_2_67.counts
ola_mES_a2i_2_68.counts	1.05028518599499	ola_mES_a2i_2_68.counts
ola_mES_a2i_2_69.counts	1.01244975961696	ola_mES_a2i_2_69.counts
ola_mES_a2i_2_7.counts	1.0023120108133	ola_mES_a2i_2_7.counts
ola_mES_a2i_2_70.counts	1.01177497414824	ola_mES_a2i_2_70.counts
ola_mES_a2i_2_71.counts	1.030015537839	ola_mES_a2i_2_71.counts
ola_mES_a2i_2_72.counts	1.00638206343964	ola_mES_a2i_2_72.counts
ola_mES_a2i_2_73.counts	1.02798494729363	ola_mES_a2i_2_73.counts
ola_mES_a2i_2_74.counts	1.00341817831595	ola_mES_a2i_2_74.counts
ola_mES_a2i_2_75.counts	1.06776822031787	ola_mES_a2i_2_75.counts
ola_mES_a2i_2_76.counts	1.00713310829034	ola_mES_a2i_2_76.counts
ola_mES_a2i_2_77.counts	1.00666007043707	ola_mES_a2i_2_77.counts
ola_mES_a2i_2_78.counts	1.0077259128333	ola_mES_a2i_2_78.counts
ola_mES_a2i_2_8.counts	1.67547554126316	ola_mES_a2i_2_8.counts
ola_mES_a2i_2_80.counts	1.13123982395608	ola_mES_a2i_2_80.counts
ola_mES_a2i_2_81.counts	1.04210488943616	ola_mES_a2i_2_81.counts
ola_mES_a2i_2_82.counts	1.20061133772235	ola_mES_a2i_2_82.counts
ola_mES_a2i_2_83.counts	1.17320646970664	ola_mES_a2i_2_83.counts
ola_mES_a2i_2_84.counts	1.0101114877689	ola_mES_a2i_2_84.counts
ola_mES_a2i_2_86.counts	1.61162996460106	ola_mES_a2i_2_86.counts
ola_mES_a2i_2_87.counts	1.06368837821288	ola_mES_a2i_2_87.counts
ola_mES_a2i_2_88.counts	1.04643045657617	ola_mES_a2i_2_88.counts
ola_mES_a2i_2_89.counts	1.01092787894841	ola_mES_a2i_2_89.counts
ola_mES_a2i_2_9.counts	1.02960450265803	ola_mES_a2i_2_9.counts
ola_mES_a2i_2_90.counts	1.11091944878752	ola_mES_a2i_2_90.counts
ola_mES_a2i_2_91.counts	1.00593889838043	ola_mES_a2i_2_91.counts
ola_mES_a2i_2_92.counts	1.00224867362359	ola_mES_a2i_2_92.counts
ola_mES_a2i_2_93.counts	1.01482127170917	ola_mES_a2i_2_93.counts
ola_mES_a2i_2_94.counts	1.05759169778975	ola_mES_a2i_2_94.counts
ola_mES_a2i_2_95.counts	1.00761943984845	ola_mES_a2i_2_95.counts
ola_mES_a2i_2_96.counts	1.00577054001731	ola_mES_a2i_2_96.counts
ola_mES_a2i_3_10.counts	1.07122918711515	ola_mES_a2i_3_10.counts
ola_mES_a2i_3_11.counts	1.5419200468066	ola_mES_a2i_3_11.counts
ola_mES_a2i_3_13.counts	1.19265806478503	ola_mES_a2i_3_13.counts
ola_mES_a2i_3_16.counts	1.03881671605132	ola_mES_a2i_3_16.counts
ola_mES_a2i_3_17.counts	1.12550450878089	ola_mES_a2i_3_17.counts
ola_mES_a2i_3_18.counts	1.05714178820843	ola_mES_a2i_3_18.counts
ola_mES_a2i_3_2.counts	1.15079508271372	ola_mES_a2i_3_2.counts
ola_mES_a2i_3_20.counts	1.05937109994135	ola_mES_a2i_3_20.counts
ola_mES_a2i_3_21.counts	1.05786206845543	ola_mES_a2i_3_21.counts
ola_mES_a2i_3_22.counts	1.0405569510324	ola_mES_a2i_3_22.counts
ola_mES_a2i_3_24.counts	1.35734439215243	ola_mES_a2i_3_24.counts
ola_mES_a2i_3_25.counts	1.05623155236663	ola_mES_a2i_3_25.counts
ola_mES_a2i_3_26.counts	1.05585442784088	ola_mES_a2i_3_26.counts
ola_mES_a2i_3_28.counts	1.05183540519956	ola_mES_a2i_3_28.counts
ola_mES_a2i_3_29.counts	1.04719499593976	ola_mES_a2i_3_29.counts
ola_mES_a2i_3_3.counts	1.22789684398661	ola_mES_a2i_3_3.counts
ola_mES_a2i_3_30.counts	1.03229822903441	ola_mES_a2i_3_30.counts
ola_mES_a2i_3_31.counts	1.19746798593614	ola_mES_a2i_3_31.counts
ola_mES_a2i_3_33.counts	1.11433659813248	ola_mES_a2i_3_33.counts
ola_mES_a2i_3_34.counts	1.05419522343526	ola_mES_a2i_3_34.counts
ola_mES_a2i_3_37.counts	1.40799908288634	ola_mES_a2i_3_37.counts
ola_mES_a2i_3_38.counts	1.04335594941734	ola_mES_a2i_3_38.counts
ola_mES_a2i_3_39.counts	1.0327119818123	ola_mES_a2i_3_39.counts
ola_mES_a2i_3_4.counts	1.19614226272123	ola_mES_a2i_3_4.counts
ola_mES_a2i_3_40.counts	1.07397802156983	ola_mES_a2i_3_40.counts
ola_mES_a2i_3_41.counts	1.0359209316459	ola_mES_a2i_3_41.counts
ola_mES_a2i_3_42.counts	1.05040056315237	ola_mES_a2i_3_42.counts
ola_mES_a2i_3_44.counts	1.0558129625922	ola_mES_a2i_3_44.counts
ola_mES_a2i_3_45.counts	1.05465446981685	ola_mES_a2i_3_45.counts
ola_mES_a2i_3_47.counts	1.02492219177304	ola_mES_a2i_3_47.counts
ola_mES_a2i_3_49.counts	1.03063775449089	ola_mES_a2i_3_49.counts
ola_mES_a2i_3_50.counts	1.17885264515842	ola_mES_a2i_3_50.counts
ola_mES_a2i_3_52.counts	1.31053900739607	ola_mES_a2i_3_52.counts
ola_mES_a2i_3_54.counts	1.074013579508	ola_mES_a2i_3_54.counts
ola_mES_a2i_3_56.counts	1.07490803512672	ola_mES_a2i_3_56.counts
ola_mES_a2i_3_58.counts	1.48657349271321	ola_mES_a2i_3_58.counts
ola_mES_a2i_3_59.counts	1.06551069672975	ola_mES_a2i_3_59.counts
ola_mES_a2i_3_6.counts	1.07706337111367	ola_mES_a2i_3_6.counts
ola_mES_a2i_3_62.counts	1.1877779270447	ola_mES_a2i_3_62.counts
ola_mES_a2i_3_64.counts	1.10218024138976	ola_mES_a2i_3_64.counts
ola_mES_a2i_3_65.counts	1.04716104868711	ola_mES_a2i_3_65.counts
ola_mES_a2i_3_66.counts	1.11269782234292	ola_mES_a2i_3_66.counts
ola_mES_a2i_3_67.counts	1.04866878318519	ola_mES_a2i_3_67.counts
ola_mES_a2i_3_68.counts	1.09551355927967	ola_mES_a2i_3_68.counts
ola_mES_a2i_3_69.counts	1.0511813541411	ola_mES_a2i_3_69.counts
ola_mES_a2i_3_7.counts	1.08537284149705	ola_mES_a2i_3_7.counts
ola_mES_a2i_3_71.counts	1.04471211207214	ola_mES_a2i_3_71.counts
ola_mES_a2i_3_73.counts	1.30092670570261	ola_mES_a2i_3_73.counts
ola_mES_a2i_3_75.counts	1.16431661010854	ola_mES_a2i_3_75.counts
ola_mES_a2i_3_76.counts	1.19957229902937	ola_mES_a2i_3_76.counts
ola_mES_a2i_3_77.counts	1.08167585909766	ola_mES_a2i_3_77.counts
ola_mES_a2i_3_8.counts	1.01306614088103	ola_mES_a2i_3_8.counts
ola_mES_a2i_3_80.counts	1.46943151897473	ola_mES_a2i_3_80.counts
ola_mES_a2i_3_81.counts	1.65649578072078	ola_mES_a2i_3_81.counts
ola_mES_a2i_3_82.counts	1.03161784708124	ola_mES_a2i_3_82.counts
ola_mES_a2i_3_83.counts	1.29077377930249	ola_mES_a2i_3_83.counts
ola_mES_a2i_3_84.counts	1.20338634633406	ola_mES_a2i_3_84.counts
ola_mES_a2i_3_85.counts	1.08389538103724	ola_mES_a2i_3_85.counts
ola_mES_a2i_3_86.counts	1.03195136680813	ola_mES_a2i_3_86.counts
ola_mES_a2i_3_89.counts	1.05383977601768	ola_mES_a2i_3_89.counts
ola_mES_a2i_3_9.counts	1.04912023233716	ola_mES_a2i_3_9.counts
ola_mES_a2i_3_90.counts	1.01569861206076	ola_mES_a2i_3_90.counts
ola_mES_a2i_3_91.counts	1.11489613006428	ola_mES_a2i_3_91.counts
ola_mES_a2i_3_92.counts	1.14580437981001	ola_mES_a2i_3_92.counts
ola_mES_a2i_3_94.counts	1.06466928435232	ola_mES_a2i_3_94.counts
ola_mES_a2i_3_96.counts	1.47656796209682	ola_mES_a2i_3_96.counts
ola_mES_lif_2_1.counts	1.00526325374515	ola_mES_lif_2_1.counts
ola_mES_lif_2_10.counts	1.02909423550968	ola_mES_lif_2_10.counts
ola_mES_lif_2_11.counts	1.00863396885417	ola_mES_lif_2_11.counts
ola_mES_lif_2_12.counts	1.65412641710609	ola_mES_lif_2_12.counts
ola_mES_lif_2_13.counts	1.0310431011312	ola_mES_lif_2_13.counts
ola_mES_lif_2_14.counts	1.02920142261131	ola_mES_lif_2_14.counts
ola_mES_lif_2_15.counts	1.02457045615079	ola_mES_lif_2_15.counts
ola_mES_lif_2_16.counts	1.01349600063561	ola_mES_lif_2_16.counts
ola_mES_lif_2_17.counts	1.01507033662662	ola_mES_lif_2_17.counts
ola_mES_lif_2_18.counts	1.00572376768109	ola_mES_lif_2_18.counts
ola_mES_lif_2_19.counts	1.00549302090949	ola_mES_lif_2_19.counts
ola_mES_lif_2_2.counts	1.00608197622935	ola_mES_lif_2_2.counts
ola_mES_lif_2_20.counts	1.02669719672475	ola_mES_lif_2_20.counts
ola_mES_lif_2_21.counts	1.01399532229071	ola_mES_lif_2_21.counts
ola_mES_lif_2_23.counts	1.02861585714311	ola_mES_lif_2_23.counts
ola_mES_lif_2_25.counts	1.01974078707208	ola_mES_lif_2_25.counts
ola_mES_lif_2_26.counts	1.04149588497469	ola_mES_lif_2_26.counts
ola_mES_lif_2_27.counts	1.01056999606685	ola_mES_lif_2_27.counts
ola_mES_lif_2_28.counts	1.00701052602785	ola_mES_lif_2_28.counts
ola_mES_lif_2_29.counts	1.00333125421432	ola_mES_lif_2_29.counts
ola_mES_lif_2_3.counts	1.00268270468593	ola_mES_lif_2_3.counts
ola_mES_lif_2_30.counts	1.22099747475672	ola_mES_lif_2_30.counts
ola_mES_lif_2_31.counts	1.06882478429232	ola_mES_lif_2_31.counts
ola_mES_lif_2_32.counts	1.00572905804266	ola_mES_lif_2_32.counts
ola_mES_lif_2_33.counts	1.00268916796896	ola_mES_lif_2_33.counts
ola_mES_lif_2_34.counts	1.01773853127647	ola_mES_lif_2_34.counts
ola_mES_lif_2_35.counts	1.1077891048212	ola_mES_lif_2_35.counts
ola_mES_lif_2_36.counts	1.16113896203495	ola_mES_lif_2_36.counts
ola_mES_lif_2_37.counts	1.01293330402712	ola_mES_lif_2_37.counts
ola_mES_lif_2_38.counts	1.00616378325627	ola_mES_lif_2_38.counts
ola_mES_lif_2_39.counts	1.00743583407658	ola_mES_lif_2_39.counts
ola_mES_lif_2_4.counts	1.04003342834792	ola_mES_lif_2_4.counts
ola_mES_lif_2_40.counts	1.00935972234522	ola_mES_lif_2_40.counts
ola_mES_lif_2_41.counts	1.05042274660234	ola_mES_lif_2_41.counts
ola_mES_lif_2_42.counts	1.05467955320406	ola_mES_lif_2_42.counts
ola_mES_lif_2_43.counts	1.13346605224904	ola_mES_lif_2_43.counts
ola_mES_lif_2_44.counts	1.01575370534553	ola_mES_lif_2_44.counts
ola_mES_lif_2_45.counts	1.42333587750179	ola_mES_lif_2_45.counts
ola_mES_lif_2_46.counts	1.09457883668927	ola_mES_lif_2_46.counts
ola_mES_lif_2_47.counts	1.00944815428133	ola_mES_lif_2_47.counts
ola_mES_lif_2_48.counts	1.27379834844769	ola_mES_lif_2_48.counts
ola_mES_lif_2_49.counts	1.00659553887637	ola_mES_lif_2_49.counts
ola_mES_lif_2_5.counts	1.02068265405679	ola_mES_lif_2_5.counts
ola_mES_lif_2_50.counts	1.01162134773292	ola_mES_lif_2_50.counts
ola_mES_lif_2_51.counts	1.01147157409295	ola_mES_lif_2_51.counts
ola_mES_lif_2_52.counts	1.00505404421609	ola_mES_lif_2_52.counts
ola_mES_lif_2_53.counts	1.37601563381982	ola_mES_lif_2_53.counts
ola_mES_lif_2_54.counts	1.00662924853941	ola_mES_lif_2_54.counts
ola_mES_lif_2_55.counts	1.00981137126305	ola_mES_lif_2_55.counts
