"raw","mnn","limma","harmony","combat","quantnorm","scbatch","scvi","scAEQN","scanorama","bbknn"
1.0014239237218,1.03202226293792,1.19830014916331,1.16728285375058,1.32116861813114,1.06619720520064,1.00115637818087,1.00140421254903,1.99117234949141,1.89104808725603,1.5711092213598
1.01311117489487,1.24914832622203,1.36706349873757,1.31016397677186,1.81182383147804,1.04015980400201,1.00646715668247,1.01313870785173,1.70279843586017,1.97964088806701,1.43411359127339
1.0424229934282,1.5332490957367,1.4167194022352,1.37342862867474,1.956721064297,1.08731557232125,1.03497413723407,1.04208638528311,1.99446568753615,1.97542623537612,1.27394090616114
1.10484480337296,1.4934535344547,1.61204305666698,1.55430571423789,1.59350084747435,1.20426508619287,1.04932375576822,1.10251734563254,1.99779110997379,1.94574794109216,1.33783365520164
1.00262639339393,1.15076954742649,1.31771168619878,1.24704043722264,1.46510119703971,1.08573318928017,1.00696878703443,1.00212058201739,1.82924021980475,1.97228248171471,1.15212528770276
1.00531900575205,1.0300748384325,1.3426780351299,1.25215327426697,1.32593029150733,1.11796458653384,1.00333281185645,1.00532951963791,1.88747531629317,1.93091833538844,1.9857824329759
1.00425174867299,1.03204787243925,1.25814390771663,1.22180650520134,1.22212242431413,1.14106530152312,1.00184146109015,1.00466066903923,1.48269449056662,1.9680954335102,1.91318006670386
1.11323460216766,1.50354517577762,1.61678672713919,1.52609411555118,1.65448530521727,1.17731427359562,1.05012861971498,1.11149624077696,1.80911924217028,1.99426434990503,1.27507487560901
1.00351913467847,1.03645738420308,1.17139092222855,1.13328710499975,1.46844090707553,1.06353190080226,1.00341086936134,1.00300905638283,1.35432067785493,1.98921454574105,1.94690733567995
1.03264220180884,1.45382049550393,1.41770779650926,1.38257160498127,1.91567950125149,1.14127198345263,1.020868700366,1.03353164107696,1.8527535431647,1.96453386963781,1.29193527062749
1.00375256107943,1.0251815026205,1.26334475668459,1.1899256300238,1.16220231511533,1.07749333118432,1.00154208404298,1.00374512819113,1.68540773342752,1.91610061128956,1.77620943819723
1.00266941934191,1.04596203184293,1.44665541392145,1.34335509344528,1.47586871469221,1.13048578679421,1.00866681528765,1.00258001938139,1.9821522934859,1.96592577849826,1.6505587264151
1.01788203695264,1.34957881558568,1.41504291995243,1.36732849460778,1.80258932869736,1.12807922979265,1.01983389104392,1.01757529495317,1.60865155167807,1.92871868487842,1.20978914091849
1.00632592237095,1.04047318331117,1.28393193256718,1.24162549632586,1.17991268925762,1.08151380649238,1.00568938205863,1.00628452637665,1.62197440067291,1.99375890314131,1.67821348437227
1.0059512264888,1.0548198947948,1.39792384069069,1.29989911422802,1.4270099688466,1.20874499162479,1.00751641880308,1.00590937239622,1.96492621988526,1.90967404718429,1.50104454763403
1.10588825063065,1.47608311975525,1.67847653678433,1.60894242850727,1.34651579766183,1.15074044420498,1.04442451546991,1.10526112811574,1.94924488210717,1.97698777908633,1.40573560886736
1.00425930660464,1.03412641403012,1.22711211651479,1.18247467583315,1.15536332698019,1.02908272779223,1.01420841286502,1.00430171802118,1.42375046491193,1.99564388557936,1.88886342903446
1.00338840349455,1.31792432262458,1.69358618389836,1.45390834825622,1.69862762941175,1.28282392882365,1.05027153448031,1.00324320318427,1.57967560749909,1.97665021423351,1.85786924066705
1.00234018254516,1.0585582281911,1.29430100805402,1.22501596454672,1.28017854357782,1.08357056823048,1.00228413951196,1.00229729753577,1.54650524974368,1.97606695361494,1.91262084649511
1,1.06814673361838,1.30750195231772,1.23100347715874,1.42076275080203,1.03198603323615,1.00130763569722,1,1.59724725210986,1.99752024692638,1.9554082449286
1.0038780873978,1.06303930131201,1.22958215504016,1.19161811620978,1.30166261774481,1.16239124220717,1.05289868190066,1.00392682942605,1.45569838260571,1.95288505748464,1.99567444886812
1.00478180330934,1.15029231619649,1.63559582765627,1.48591283843339,1.4142470404757,1.31379781193803,1.03422842189469,1.00420568186713,1.49990757565495,1.94493844314881,1.17095813741473
1.00286429744685,1.03938213816003,1.2647027990632,1.19399643059124,1.26623456741948,1.07276801963475,1.00214976231017,1.0023904878546,1.61677944321809,1.99992043096497,1.55984503673214
1.17036768558812,1.44042712918175,1.67763163700347,1.6285627019873,1.52401124505884,1.13127124946248,1.06014868822851,1.16604209383849,1.97709057962112,1.99065907978676,1.33917646342458
1.00153025510521,1.02083446121041,1.15791054970284,1.13174343750606,1.16081566637942,1.06295241986562,1.00208225512307,1.00146400515742,1.54182151961616,1.98803980223187,1.98947272151342
1.00201786347434,1.06179497046582,1.42572105506759,1.33124132884166,1.3493212919399,1.11230307037285,1.00162566902124,1.00198928685699,1.92914377308792,1.9898602878571,1.54057693757918
1.00175306815896,1.02921697572511,1.2550131321717,1.20140023813607,1.15469973084844,1.03307023346873,1.0022546542703,1.00180440506076,1.62654248148368,1.98121904809478,1.83619349960081
1.00315193019748,1.0410889001664,1.25186642784422,1.18614660949677,1.20979352185479,1.0730930865135,1.00235118844052,1.00307492066252,1.75917148147853,1.99443344233211,1.9968007205862
1.00221153538172,1.09759891769207,1.53821691087935,1.36948115649091,1.31658308584142,1.06653729286208,1.00855747610473,1.00214629422512,1.97019462834413,1.89073454237772,1.36941926409186
1.00382125569186,1.04673155505515,1.3295543974815,1.22535021965638,1.24337459429956,1.06558132423548,1.00183022455309,1.00383132722405,1.50289471413341,1.99330847700041,1.31001914934996
1.01489652433173,1.31103548071563,1.54720662717327,1.48907137958747,1.92108278192038,1.07867657571143,1.00749960203982,1.01464490247061,1.99658792194105,1.95724535000534,1.42294374482419
1.1762699155591,1.53639247623584,1.90983839266464,1.81288079143973,1.40778193850124,1.09900015275323,1.08096191249456,1.17471694686983,1.92396265379347,1.99599194701321,1.22254103564667
1.0176983907339,1.04422079419804,1.35094789718335,1.29016440521684,1.30673429450775,1.10178161465117,1.00361159655997,1.01924087078538,1.61741991945758,1.97818704562977,1.11249982809545
1.00876886382959,1.26191976203995,1.32504521718069,1.28670264898257,1.7406226775175,1.1171254555815,1.01141519020307,1.00873003462719,1.69762867286954,1.99990779586553,1.2790832361174
1.00376371013366,1.04799594396763,1.19159594335526,1.16275376029768,1.24155562333129,1.03505625593333,1.00634030319131,1.00373703700287,1.42137257067211,1.65332283295836,1.4968671290851
1.00254764928679,1.0530695566144,1.17342538021304,1.13972277937326,1.20518391176382,1.05063811880615,1.00552895890937,1.002546093614,1.80520251979442,1.83393118151712,1.57771593564209
1.17180639945509,1.50446397441072,1.69666421976459,1.65475616991805,1.48093702928084,1.10135196301126,1.07767513902224,1.16795351922287,1.98435012867299,1.99831740672314,1.24670335770162
1.00257523254355,1.06923495043469,1.30616147413318,1.2412004061597,1.28090632059928,1.17612879859298,1.00389799154737,1.00333137417157,1.72129928208344,1.79618041697143,1.91936110134238
1.000927974274,1.09904106685449,1.20741556555685,1.15119399603743,1.33565908668216,1.09448183448242,1.00729349252697,1.00087921137056,1.58648201769555,1.99113837927968,1.39468390377043
1.00689663797013,1.02290692604974,1.39863019766136,1.2996136244389,1.2241696654729,1.21422357860161,1.00070680863806,1.00635546718722,1.78233802460114,1.99978550588978,1.97992865350447
1.02236398392073,1.18526794216031,1.66119939388836,1.62581292931025,1.44514715043803,1.24216605052833,1,1.024035283427,1.24489427319671,1.9897830574947,1.51208594750986
1.03112014301076,1.3358436511759,1.4022663528885,1.38992838071369,1.98604747695638,1.14551552968879,1.02068910654036,1.03095958008203,1.6779673383167,1.93808903554425,1.66360149121307
1.07441086300193,1.38969878382447,1.66765666664554,1.55168904217135,1.69405219967794,1.13895335518566,1.0461770894984,1.0723718140485,1.75010240071772,1.75286307120704,1.45646374729616
1.01761010422619,1.34637727023507,1.97063669321859,1.97950086119037,1.9605732017272,1.18028405762883,1.01739313764177,1.017048529932,1.85828908849613,1.92398333849816,1.55487297178291
1.00051178300992,1.04753632799472,1.15940914360571,1.12218337786598,1.32654259918071,1.02534828494017,1.0010215710595,1.00050223901738,1.89406892376934,1.95931670279051,1.3317260867713
1.00270215423829,1.03294587350322,1.26565744697437,1.21110227687439,1.19040534060601,1.09381355959123,1.00195036961474,1.00264518316515,1.55547548837927,1.94113985974441,1.51461390746726
1.09064663387633,1.53191338507325,1.5015403691017,1.4568034008849,1.65535471607158,1.16957920866534,1.04292747896174,1.09033502280593,1.80649706590676,1.98770528232365,1.3031529794309
1.00835170741762,1.12655155024826,1.49709549411245,1.40746235076722,1.40990409209819,1.09334220413379,1.00957051525742,1.00916857336973,1.94188022791595,1.98688915188419,1.54925121171774
1.00590654634838,1.17437570464104,1.32511757063274,1.23635261165188,1.39192927966943,1.03911164235069,1.00546213233356,1.00546249285202,1.5605209195835,1.98724287518728,1.49234704431951
1.00439890695665,1.09245894245218,1.39128792463049,1.3080234885019,1.3406750502545,1.07514716592855,1.00627207228098,1.00436074990331,1.85653887601779,1.86881082388105,1.59911589864317
1.0122484493807,1.2208695509957,1.4368747242317,1.34092240123694,1.89756042719612,1.09914809022556,1.01119345880024,1.01161795073202,1.91710476913523,1.94569750754279,1.35833445439738
1.00061254013273,1.15360653880102,1.4673543444132,1.30551509363482,1.58174450681545,1.12759306192424,1.00298875971175,1.00064666617704,1.97990149122651,1.93691255587947,1.50263568294081
1.0152070044251,1.24957628305776,1.33029882890886,1.26940330863344,1.49646926172565,1.05740266897287,1.01320818197851,1.01405733739752,1.65214635379148,1.91424390150676,1.23654492724382
1.0011158376497,1.03403563452171,1.24175670835995,1.17882264125518,1.24179675710973,1.19107843897219,1.00415793872232,1.00111285247262,1.99999147657212,1.97085157794434,1.74113161097018
1.00353866854221,1.02864538247637,1.66088259646848,1.47609315211672,1.48815869863497,1.08373593683485,1.00394211834358,1.00363748597839,1.87749904500798,1.98241426105195,1.39163112561675
1.03848029914227,1.5782022660826,1.54788463084501,1.49948338057581,1.92264102406677,1.07109430968728,1.0225822190239,1.03732441119313,1.79165837422178,1.92860328306657,1.40528662606562
1.00118659111561,1.08487844391274,1.19823546440541,1.14737782744874,1.32391153077268,1.15659744695911,1.00592476660361,1.00119877223548,1.43661634410487,1.97739053870823,1.45871818517866
1.10531313679566,1.31397081383724,1.54897247906405,1.57145248884055,1.39019527830442,1.46731371902243,1.04539848514392,1.10037260972933,1.95789134887373,1.96926804110854,1.39316585825064
1.19544664105916,1.6519690137455,1.85593871863722,1.50073748094199,1.89645481005995,1.20240732839538,1.16377326431969,1.19051834521773,1.62481429536348,1.96255650195213,1.3673872761854
1.00218115640775,1.00609298370183,1.15746735286999,1.73576968721656,1.25086424193677,1.02301229938721,1.00008965141506,1.00216309710118,1.11158244705245,1.99791981796145,1.0403685586973
1.00995956781848,1.03561797908378,1.12235573474278,1.3618057765041,1.56765025245296,1.15156586217061,1.0037000555562,1.01007572793572,1.39555998226292,1.97107716182524,1.27881847749333
1.00235465761181,1.02607446613153,1.21698161799504,1.59880919456878,1.49768568383637,1.01265629163128,1.00140600443228,1.00213911854754,1.33834664415989,1.99733232124719,1.03156322290693
1.0083934116486,1.06877133869938,1.18419625605091,1.30099695352962,1.25893334796861,1,1.00960715467485,1.00747543211184,1.23700090679913,1.99997884057497,1.00173418378479
1.0210194401005,1.04356742508599,1.10323203715787,1.23241573430555,1.28212597700385,1.0639986340289,1.01172202279744,1.02078959116284,1.19981031913162,1.97177113998625,1.07184648322295
1.28796526979613,1.37957233325179,1.92571221997716,1.8689626416144,1.70541069060798,1.15556818682664,1.17389947930725,1.28837492974808,1.99258718889349,1.99897824299795,1.18656857991198
1.05652875926295,1.07318407963612,1.23362811117304,1.48783336977415,1.991011252356,1.19281613168933,1.03386550887427,1.05694834127499,1.92337335418174,1.98739382840247,1.44515709345327
1.02189983195972,1.05483446680609,1.09852295149522,1.24446540758925,1.2502899999144,1.03997012367303,1.01345446746817,1.02132846486214,1.10381010663965,1.98162329970166,1.06064265244257
1.00707395280131,1.02465982662678,1.12050950196593,1.26991370119976,1.34185862883141,1.0914385573408,1.00151460304285,1.00698836137432,1.38667260880367,1.86482913835544,1.0675565902073
1.16083898571356,1.19066389708872,1.82433245897007,1.96966355663335,1.93136006830643,1.14457871748115,1.11279746059168,1.16037619286014,1.72736125542139,1.97160418848561,1.82291200685216
1.22361723296808,1.50973546707942,1.93917173859731,1.56362972507162,1.38811196990056,1.1315607258226,1.13338446854664,1.23333494677937,1.70082527030679,1.82745352485222,1.75329854179054
1.02233022621454,1.04699048512776,1.18783120581511,1.35845441322861,1.98863139069413,1.13662802392536,1.0109804052606,1.02176367116109,1.97019445482012,1.82916842268172,1.61419157952126
1.09309032702963,1.11107215686325,1.35765633394853,1.55792586436344,1.97522308389963,1.12127098246548,1.06144710992241,1.0919372246718,1.61943173369171,1.99997586041023,1.29665335296943
1.03259656211932,1.08158683587581,1.25872329463092,1.62321191207611,1.48203280305798,1.10272389657412,1.02512175435144,1.03099725214328,1.58588815916357,1.88027049568059,1.06708320227567
1.00990730183213,1.01737466655489,1.09076887059689,1.19919492202312,1.35893610815059,1.01641314653341,1.0052958750383,1.00952952448286,1.14088779516162,1.97256822766345,1.18711899668115
1.02007557787708,1.09619986997041,1.24589324959849,1.50197013261355,1.86563974956914,1.05651001237973,1.01215012213897,1.02091418925669,1.17656278917692,1.96535694441243,1.03819212811652
1.1409968719844,1.18429150732137,1.79115564363769,1.97289674358047,1.80838384282601,1.05508961654817,1.09977346268662,1.14508894135897,1.84580727036487,1.98419693879738,1.99939037075987
1.00430993620264,1.00413664756374,1.05003057985537,1.13050052945415,1.54071932572564,1.01567768797695,1.00155068693545,1.00419980365925,1.23785047453859,1.97495772427105,1.02215659470935
1.0080625658185,1.00966731865707,1.08715406820035,1.15381024851047,1.52122112760526,1.02703612044881,1.00323481806268,1.00815384408642,1.59287818776479,1.9626807672454,1.04717266552916
1.0109870083035,1.02229499034894,1.1119164572629,1.24839973584207,1.270046775277,1.01522791485316,1.00454477811053,1.01054504996187,1.12502462797855,1.95408893552588,1.03652741516378
1.00561767078102,1.01078722237029,1.21921929456369,1.42615444491901,1.6559181260345,1.03988193538034,1.00247687133971,1.00531696319776,1.82537246483882,1.87024989313672,1.21142743945957
1.04231504322762,1.19755701371728,1.36992271517848,1.76522186032939,1.921413625484,1.20631564836598,1.02281735184522,1.04389273059928,1.71661173936231,1.21530296242355,1.2766539146785
1.00235513631831,1.00210407904192,1.06055684004536,1.22349047029092,1.44725065919383,1.00627568188425,1.00020769493571,1.0023016037214,1.15041517672214,1.39365971080043,1.0528315258782
1.07895643677816,1.12404671430507,1.39732953437609,1.63776001008981,1.97676590615808,1.12501409676971,1.04101753187003,1.07917532743393,1.89451732761767,1.3377495897192,1.90743619097275
1.00832859285322,1.01925049927203,1.09836556285041,1.20206940575121,1.32754997264404,1.01171698822163,1.00434563117784,1.00824006654933,1.72010644181411,1.19460579669423,1.03627579898072
1.00798505198693,1.03197116593014,1.07417739528027,1.20510638445353,1.32278151650593,1.09439321047572,1.00175689281253,1.00716395295591,1.61147884141811,1.29361481802933,1.10789462973372
