cells,0,1,2,3,4,5,6,7,8,9,batch,celltype
ola_mES_2i_2_87.counts,-64.07356,-22.431147,51.14668,5.7129445,23.47549,-3.3703861,-7.2829795,-34.44686,-0.115540326,-4.999246,batch2,2i
ola_mES_2i_2_90.counts,-85.20939,-16.420858,-33.975742,38.48992,44.833782,-36.15278,9.2997465,-17.344782,22.522856,-7.5162287,batch2,2i
ola_mES_2i_2_91.counts,-71.61515,-25.657646,27.928717,28.297527,0.44493777,-14.863555,-6.6550355,-8.045061,4.312015,-26.20877,batch2,2i
ola_mES_2i_2_93.counts,-78.309235,-23.096138,31.814222,6.145836,27.051962,2.4133987,-9.859168,0.034106284,58.996376,-11.119249,batch2,2i
ola_mES_2i_2_94.counts,-83.913956,-9.554317,17.685577,32.614017,66.91016,-51.75707,-7.650002,-15.324138,-26.636703,7.999193,batch2,2i
ola_mES_2i_2_95.counts,-78.30206,-13.1528015,-56.97457,53.180954,81.835526,-67.29816,16.105488,-12.080611,18.332106,13.50391,batch2,2i
ola_mES_2i_3_10.counts,-37.16835,92.5479,26.64043,-37.93908,20.285404,25.1443,18.550884,-0.9372197,12.963818,7.811274,batch3,2i
ola_mES_2i_3_11.counts,-41.870018,76.598976,9.390143,-21.914066,4.9540863,10.015215,36.406975,-9.503123,-24.416098,-6.87822,batch3,2i
ola_mES_2i_3_12.counts,-39.309895,66.690025,32.91005,-48.222713,15.757238,3.967442,21.597017,26.93961,-28.478764,-7.291254,batch3,2i
ola_mES_2i_3_13.counts,-52.73802,60.395077,32.642635,-67.2757,13.9060955,-5.773874,44.90276,26.522562,3.3926253,0.70727974,batch3,2i
ola_mES_2i_3_15.counts,-43.27214,52.922184,35.36584,-65.02595,13.382427,-11.219404,29.352139,10.134054,-38.118046,-6.085932,batch3,2i
ola_mES_2i_3_16.counts,-45.39365,79.491356,14.059702,-33.641304,32.47122,-8.348204,25.109821,10.611094,-28.565447,-10.811003,batch3,2i
ola_mES_2i_3_17.counts,-34.85463,79.588486,-7.6009054,2.6903925,26.169054,-11.856157,24.616,3.3115358,-27.36588,-2.2865722,batch3,2i
ola_mES_2i_3_18.counts,-35.391415,102.71778,-2.4821577,10.21965,45.130474,23.852879,9.511693,-2.5336869,-19.91464,7.7014565,batch3,2i
ola_mES_2i_3_19.counts,-40.4817,56.566257,40.666683,-72.5142,18.630333,-15.007328,30.645159,8.229346,-31.18628,-10.754046,batch3,2i
ola_mES_2i_3_2.counts,-29.870005,93.79762,22.840528,-31.209354,21.208656,34.49574,27.595474,-22.671936,-14.036291,-38.298817,batch3,2i
ola_mES_2i_3_20.counts,-35.819885,71.35075,45.63438,-53.61741,-2.6471307,30.4375,27.365587,15.607929,2.3203206,-4.7804675,batch3,2i
