cells,0,1,2,3,4,5,6,7,8,9,batch,celltype
ola_mES_2i_2_66.counts,-1.0343952,-54.858173,-51.133366,25.714674,5.3033705,-7.328441,9.8598585,-6.381054,-15.75599,17.382551,batch2,2i
ola_mES_2i_2_67.counts,-27.404171,-43.686127,-50.720596,19.022404,20.46798,16.983952,-2.2138681,-3.2799573,7.9124827,2.014458,batch2,2i
ola_mES_2i_2_68.counts,-22.613024,-66.06777,-42.554863,27.929039,11.719488,4.2436957,6.3863564,2.1146183,11.725699,20.342281,batch2,2i
ola_mES_2i_2_69.counts,-34.29774,36.966743,-33.29802,-6.732357,26.728033,-6.012608,-11.029807,-5.987621,20.177397,29.543802,batch2,2i
ola_mES_2i_2_7.counts,-18.166962,-64.654045,-33.16468,26.516464,18.397173,14.887846,20.962008,16.588594,-0.38483346,-10.177321,batch2,2i
ola_mES_2i_2_72.counts,-13.324919,-65.22541,-31.662775,14.600833,26.839054,14.067605,36.16312,-11.117235,15.711481,15.300291,batch2,2i
ola_mES_2i_2_73.counts,-6.946131,-79.81111,-32.497208,31.156502,10.915512,17.80644,20.162619,5.89165,1.7503399,-2.064941,batch2,2i
ola_mES_2i_2_74.counts,-47.86286,25.781668,-39.61642,-17.278513,33.556736,-12.565896,-15.398733,4.206416,3.1448178,-19.321636,batch2,2i
ola_mES_2i_2_75.counts,-46.693893,8.277273,-49.831234,5.777088,9.947315,-20.034628,2.079556,-32.711906,6.8441668,17.989187,batch2,2i
ola_mES_2i_2_76.counts,-6.198651,-70.29205,-31.02712,28.044596,16.179422,13.02368,34.752453,0.2230165,12.519918,4.8919563,batch2,2i
ola_mES_2i_2_79.counts,-59.77092,62.628872,-17.83957,-31.425974,33.05076,-33.908287,26.124454,-8.836728,18.572178,11.326565,batch2,2i
ola_mES_2i_2_8.counts,-34.77264,4.6350365,-50.59974,10.485854,24.981792,8.115986,-8.462538,-15.759825,-3.416522,-15.450618,batch2,2i
ola_mES_2i_2_80.counts,-6.18499,-63.68034,-56.80364,32.785877,5.876284,5.5084934,5.245667,-9.45166,-7.760569,17.078733,batch2,2i
ola_mES_2i_2_81.counts,-15.65286,-56.8144,-49.47591,26.002949,2.8692102,-7.4612737,11.778393,-24.753532,-2.431983,7.6914496,batch2,2i
ola_mES_2i_2_85.counts,-30.104567,-35.89987,-42.985455,22.884726,4.803232,8.47824,6.365557,12.475669,4.0162234,-5.3682604,batch2,2i
ola_mES_2i_2_86.counts,-18.78073,-28.846567,-51.101948,7.161817,20.9918,8.973723,13.815371,9.623262,18.058075,22.941845,batch2,2i
ola_mES_2i_2_87.counts,-34.515762,-9.311684,-54.628807,-18.503845,13.350711,-14.977223,-18.585682,3.1815715,-36.668602,4.4570374,batch2,2i
ola_mES_2i_2_90.counts,-56.377975,70.15266,-29.832224,-23.175732,23.14532,-18.418028,26.181253,-3.1030824,9.138707,4.8792,batch2,2i
ola_mES_2i_2_91.counts,112.07237,-17.208153,-4.9954863,-0.14674489,-22.997404,-1.9772164,-13.718045,7.949617,-6.7133336,4.620616,batch2,2i
ola_mES_2i_2_93.counts,-23.04065,-13.377609,-39.58423,-8.994954,33.96381,5.9570656,4.1665707,0.4935422,32.68013,19.394548,batch2,2i
ola_mES_2i_2_94.counts,37.762962,31.473896,8.778697,-18.725199,-17.721453,24.280247,11.647837,8.984915,27.487425,-8.732777,batch2,2i
ola_mES_2i_2_95.counts,67.69349,-11.589912,-22.888262,-12.188669,-36.531937,6.953454,-0.51151043,-14.668171,-5.917815,-8.829468,batch2,2i
ola_mES_2i_3_10.counts,83.46898,15.770153,-14.329037,-20.27376,-40.832924,14.734644,-18.047295,-10.08687,12.933295,26.179396,batch3,2i
ola_mES_2i_3_11.counts,83.49638,7.9099274,-3.5382211,-5.879654,-21.827295,8.351082,1.1632514,16.435085,-14.4012165,-5.1842914,batch3,2i
ola_mES_2i_3_12.counts,65.32953,-6.4125175,-29.117298,-11.455691,-42.78966,22.820253,-0.4689605,-9.047157,-10.157145,-3.3534663,batch3,2i
ola_mES_2i_3_13.counts,71.42061,61.578903,22.723875,-31.734732,-25.960903,-14.86524,-5.419052,-11.641664,22.339737,13.953093,batch3,2i
ola_mES_2i_3_15.counts,98.43097,-14.210548,-11.186461,-3.7427492,-20.664244,33.399593,2.3232641,16.76166,2.3675919,7.1948953,batch3,2i
ola_mES_2i_3_16.counts,60.649696,-16.239405,-11.310379,-8.238153,-31.781326,26.9419,19.484028,19.635658,-0.80922604,-18.343918,batch3,2i
ola_mES_2i_3_17.counts,98.74589,36.86229,25.45573,-12.95019,-2.8881285,1.0730675,2.8422346,10.295897,-18.261843,-29.610378,batch3,2i
ola_mES_2i_3_18.counts,69.83647,-2.114215,-19.126143,-13.387963,-44.164165,11.889437,-13.714457,-8.488788,-15.480391,-4.6208158,batch3,2i
ola_mES_2i_3_19.counts,115.008224,1.6903534,7.137898,7.486284,1.0247511,7.6567893,-17.3286,-3.495632,-2.7407188,4.6061296,batch3,2i
ola_mES_2i_3_2.counts,87.06849,13.355158,-1.6868334,-10.501735,-46.716812,-11.907982,4.84524,1.9300008,-14.432953,6.3023167,batch3,2i
ola_mES_2i_3_20.counts,69.10463,16.977745,-19.709536,-18.646654,-31.450705,12.294075,-21.923145,-17.70275,1.3920915,-10.016593,batch3,2i
ola_mES_2i_3_21.counts,48.010754,14.538633,-4.236483,-15.094675,-19.715406,-17.3252,-2.1758027,-10.8358555,-21.86394,-1.3480037,batch3,2i
ola_mES_2i_3_23.counts,63.71367,47.683212,-0.86514324,-40.018448,-24.77111,5.34119,4.36035,1.3285098,11.113717,-20.149149,batch3,2i
ola_mES_2i_3_25.counts,83.709206,32.15545,27.497358,-9.300063,-0.48870367,8.198739,33.754734,10.173028,5.294115,-14.436445,batch3,2i
ola_mES_2i_3_26.counts,123.11889,-18.53793,9.096993,13.868574,-20.893291,-3.4987142,-9.189502,11.860473,-1.4326451,32.706993,batch3,2i
ola_mES_2i_3_28.counts,82.940636,53.862263,28.691818,-6.7026052,-17.763515,34.801807,17.656212,15.360715,20.923574,-53.419243,batch3,2i
ola_mES_2i_3_30.counts,68.76348,0.5767603,-17.317356,-20.15529,-44.94014,-10.368217,-13.724982,-18.456331,-12.931356,3.6192815,batch3,2i
ola_mES_2i_3_31.counts,117.09195,1.8609847,80.34432,29.942972,109.71681,-56.635952,-7.9128094,-14.626588,-10.696397,-13.032068,batch3,2i
ola_mES_2i_3_33.counts,107.185165,-5.4501953,31.5311,31.448103,37.167004,-33.002594,-8.48107,-7.3602257,-23.369873,-4.8150716,batch3,2i
ola_mES_2i_3_36.counts,66.42713,19.306992,-23.388184,-34.08057,-34.69051,19.344456,-5.1669383,-4.375565,-26.295937,-9.551138,batch3,2i
ola_mES_2i_3_37.counts,89.389984,-17.768097,-15.029439,-0.24510014,-37.84397,28.11542,5.372328,-5.813079,0.6069716,-1.0775,batch3,2i
ola_mES_2i_3_38.counts,44.077534,64.657974,-0.8346176,-56.563118,-28.859959,19.914377,-8.413058,18.933569,30.693438,-16.491217,batch3,2i
ola_mES_2i_3_39.counts,119.97803,3.7802238,64.178825,33.29716,63.042976,-28.791586,16.756737,13.121309,24.677805,-5.2054873,batch3,2i
ola_mES_2i_3_4.counts,63.803898,15.868572,-1.3086115,-14.145573,-25.994438,17.435955,4.513581,-7.914304,17.587893,2.968281,batch3,2i
ola_mES_2i_3_41.counts,40.985596,93.43501,-13.583791,-14.288555,-25.604752,29.751587,-77.580894,-7.9289193,0.27138066,12.69305,batch3,2i
ola_mES_2i_3_42.counts,48.993244,58.11801,-9.872285,-28.42426,-41.61715,-6.7402854,-4.7240944,-2.3306012,-19.042667,-4.2773066,batch3,2i
ola_mES_2i_3_43.counts,113.39343,-17.042988,4.7779903,8.255242,8.002992,7.9611564,-14.941914,-7.401213,10.840239,-1.5115716,batch3,2i
ola_mES_2i_3_45.counts,111.83035,-0.5655441,32.235252,18.596104,22.52475,15.399878,10.751637,21.388178,31.941174,-10.309012,batch3,2i
