cells,0,1,2,3,4,5,6,7,8,9,batch,celltype
ola_mES_2i_3_16.counts,-56.063934,-5.9786553,48.78483,20.017805,-32.99859,1.5149806,4.160674,-33.322887,-22.674704,-6.5109587,batch3,2i
ola_mES_2i_3_17.counts,-64.862526,51.415703,69.6414,11.444521,-9.41948,-3.6703477,-6.3011804,-26.832462,-14.252263,-10.585822,batch3,2i
ola_mES_2i_3_18.counts,-74.890854,64.96974,79.464714,10.023459,-30.573347,4.3936143,-13.737057,-6.312283,-13.124787,-28.07128,batch3,2i
ola_mES_2i_3_19.counts,-14.648486,-97.79676,60.86569,-4.411941,-25.04022,-12.52001,-3.2637484,-1.0253328,-6.118396,4.8258595,batch3,2i
ola_mES_2i_3_2.counts,-58.41638,23.412266,67.25684,18.81947,-38.154152,49.11549,-21.514587,-17.905209,-53.973465,8.566802,batch3,2i
ola_mES_2i_3_20.counts,-33.29148,-47.117535,34.985077,21.915623,-28.986515,54.916092,16.8725,-6.4802003,-20.815186,-12.246223,batch3,2i
ola_mES_2i_3_21.counts,-88.77275,74.67561,97.37798,12.524652,-48.5037,28.139725,10.25576,-6.9626117,-16.121775,-7.6265087,batch3,2i
ola_mES_2i_3_23.counts,-71.93028,25.84817,63.405544,8.068708,-27.954487,-0.039123382,40.270447,-12.570957,-19.961922,-42.48363,batch3,2i
ola_mES_2i_3_25.counts,-43.755424,-39.452053,39.424576,17.49704,-35.539326,54.75046,14.232953,6.256738,-24.76932,-27.024467,batch3,2i
ola_mES_2i_3_26.counts,-73.23564,60.595272,86.46499,14.001468,-11.458723,48.620537,-30.327188,-5.707558,2.4086924,-15.696654,batch3,2i
ola_mES_2i_3_28.counts,-74.30236,42.900932,63.811016,1.9097452,-26.64459,-18.240038,2.5425968,-40.634132,-20.697416,-6.4115195,batch3,2i
ola_mES_2i_3_30.counts,-12.293872,-98.76283,57.942326,-9.206053,-19.889694,-5.7990894,5.756185,7.6288724,0.6565406,-4.148872,batch3,2i
ola_mES_2i_3_31.counts,-79.36033,44.552418,83.05855,15.582864,-28.848394,45.752823,-46.24268,-25.08756,-11.929,-4.5949917,batch3,2i
ola_mES_2i_3_33.counts,-37.80626,2.744404,56.013145,20.137976,-52.439846,55.277637,90.195335,-40.404724,76.34953,51.207115,batch3,2i
ola_mES_2i_3_36.counts,-60.17485,21.182394,62.918804,14.486976,-32.046806,7.6603494,-0.50699794,-32.046726,-31.395653,-0.20574844,batch3,2i
ola_mES_2i_3_37.counts,-59.24727,7.9474154,59.309063,16.601864,-35.340313,22.928085,28.426407,-40.83536,10.187778,29.506039,batch3,2i
ola_mES_2i_3_38.counts,-53.881313,12.935387,76.407555,38.295506,-38.712532,58.174767,-41.5869,-25.505175,21.33515,-18.041603,batch3,2i
ola_mES_2i_3_39.counts,-47.665424,49.812843,80.9299,12.603086,-54.84789,61.551746,118.77607,-23.004614,112.40431,87.73331,batch3,2i
ola_mES_2i_3_4.counts,-68.71736,26.20799,64.23958,15.271245,-24.860674,7.683728,-3.7997139,-38.189613,-22.147314,-20.051462,batch3,2i
ola_mES_2i_3_41.counts,-7.5865216,-106.60966,56.620434,-13.2427845,-21.700546,4.303575,-1.4327555,11.587325,1.7998511,6.550719,batch3,2i
ola_mES_2i_3_42.counts,-74.03214,35.540718,74.51828,14.074839,-42.820522,31.1165,-1.4019668,-6.5482144,-16.713314,-10.790452,batch3,2i
ola_mES_2i_3_43.counts,-62.530434,11.524338,49.157566,1.463901,-26.499401,7.3789024,5.4625206,-24.926765,-14.637368,1.0990487,batch3,2i
ola_mES_2i_3_45.counts,-70.976074,59.564518,85.08167,12.941785,-22.40837,40.969887,-26.753523,-11.241574,-3.3717177,-18.828173,batch3,2i
ola_mES_2i_3_46.counts,-67.91021,27.362247,63.880585,13.058324,-30.157171,10.943406,-8.532122,-21.21676,-37.436897,-7.4538,batch3,2i
ola_mES_2i_3_47.counts,-52.799637,-2.9131136,48.58318,20.267101,-28.310944,41.79501,-18.992435,6.9103417,9.758279,-26.011309,batch3,2i
ola_mES_2i_3_49.counts,-60.887924,14.124564,54.85265,8.087386,-20.215965,26.25369,-20.738297,-29.608007,-11.712922,8.173469,batch3,2i
ola_mES_2i_3_5.counts,-57.060394,-33.4273,31.894468,4.0962605,-15.061159,20.350544,22.889626,-21.42208,-28.04394,-18.00178,batch3,2i
ola_mES_2i_3_52.counts,-15.912106,-100.257866,58.8097,-4.085989,-22.04106,-17.293287,4.016628,5.6060023,2.7991605,-3.9433458,batch3,2i
ola_mES_2i_3_54.counts,-84.70258,101.33865,100.31445,2.4259646,-51.820633,26.983532,75.150215,-24.441454,59.684532,62.076603,batch3,2i
ola_mES_2i_3_56.counts,-40.918194,-38.205456,47.786938,31.212091,-27.157442,50.774616,7.5865426,-18.097315,1.7863111,-30.324545,batch3,2i
ola_mES_2i_3_57.counts,-72.101746,17.349552,77.00392,26.11897,-38.25559,53.243683,-12.728559,1.8900379,-17.710545,14.361356,batch3,2i
ola_mES_2i_3_58.counts,-69.86535,16.533407,68.162575,23.608707,-46.277893,20.68527,-13.108764,-25.361395,-20.620762,-5.6768274,batch3,2i
ola_mES_2i_3_6.counts,-11.989068,-100.44267,55.167187,-6.696468,-20.781202,3.319328,4.3516493,6.985002,-4.4823546,5.012239,batch3,2i
ola_mES_2i_3_62.counts,-57.39022,18.19895,57.761135,13.238891,-36.508995,6.154899,-8.291346,-38.023655,-28.689207,-2.055744,batch3,2i
ola_mES_2i_3_65.counts,-51.131577,-10.305757,56.258038,28.107353,-48.90277,40.17044,7.9418106,-12.040355,-1.296942,-32.38364,batch3,2i
ola_mES_2i_3_66.counts,-84.653305,96.22447,88.03905,-10.627598,-23.713959,7.7302985,6.2633095,-15.230282,-23.686464,-9.364577,batch3,2i
ola_mES_2i_3_69.counts,-126.44403,200.81415,72.257034,44.73626,-35.194603,100.62499,19.257296,-20.068054,-23.14231,-1.8020458,batch3,2i
ola_mES_2i_3_7.counts,-10.486239,-114.226616,107.94527,-16.175516,-48.624607,-15.540674,-44.602753,-4.211552,31.15904,17.732748,batch3,2i
ola_mES_2i_3_73.counts,-14.6736765,-113.74976,89.759735,-5.214873,-36.31185,-5.295951,-32.34897,10.547221,16.070902,18.177368,batch3,2i
ola_mES_2i_3_76.counts,-38.21321,-22.277077,33.225666,9.812066,-16.56362,23.564653,21.177668,4.732508,-7.9823375,-33.242363,batch3,2i
ola_mES_2i_3_77.counts,-61.56025,0.7792889,53.67826,11.654229,-36.093777,29.007708,9.2233715,-14.613338,-25.091612,-5.571563,batch3,2i
ola_mES_2i_3_78.counts,-72.03945,49.65304,72.958916,14.328395,-28.640217,7.26023,-25.078804,-15.700719,-16.200274,-20.67478,batch3,2i
ola_mES_2i_3_79.counts,-17.39258,-102.07436,62.722343,0.53724587,-28.43629,-0.0750396,3.6612453,11.51994,-0.3819101,0.40934277,batch3,2i
ola_mES_2i_3_8.counts,-52.06398,-6.343098,45.10614,8.536347,-18.16592,38.868603,11.010596,3.571786,-19.773653,-40.808144,batch3,2i
ola_mES_2i_3_80.counts,-53.713005,-21.021109,46.68241,30.012415,-36.908577,15.744162,3.237501,-23.779875,-20.535667,-22.799934,batch3,2i
ola_mES_2i_3_82.counts,-65.17923,11.221661,53.61788,13.188489,-28.594292,6.5138555,-10.390023,-27.503883,-21.832966,3.5082283,batch3,2i
ola_mES_2i_3_83.counts,-52.47221,-22.959646,43.390747,14.894051,-30.385862,19.682524,28.90451,-9.529227,-20.2628,-28.021584,batch3,2i
ola_mES_2i_3_84.counts,-44.395077,-7.397991,45.40209,16.235638,-20.062944,28.776114,19.66003,0.49972945,-12.475824,-32.68907,batch3,2i
ola_mES_2i_3_87.counts,-46.881367,-34.71815,49.217453,31.74833,-50.047325,48.85033,14.753343,-4.436415,-33.855606,-15.00818,batch3,2i
ola_mES_2i_3_88.counts,-57.505184,18.730341,53.05543,7.9354587,-31.367262,2.7779331,1.7390673,-14.662802,-13.771111,-34.512768,batch3,2i
ola_mES_2i_3_90.counts,-76.33386,40.17037,60.25532,-0.2418738,-2.7192512,0.91358316,-11.716829,-10.258246,5.233296,-13.078768,batch3,2i
ola_mES_2i_3_91.counts,-28.49255,-92.906044,58.660473,-2.6618412,-21.741674,3.7300775,3.3767164,19.08024,-11.575822,12.174687,batch3,2i
ola_mES_2i_3_92.counts,-49.941303,-6.8336205,58.834408,31.73624,-30.898787,36.87741,-25.857464,-37.242355,-13.65499,0.8969995,batch3,2i
ola_mES_2i_3_96.counts,-123.40108,203.21318,82.97992,17.59912,-54.509674,2.980504,119.73999,-40.252884,149.03474,97.293335,batch3,2i
ola_mES_a2i_2_1.counts,-48.79552,51.968437,-40.598587,-26.181961,36.5377,-42.11874,21.858604,-43.17523,-19.24514,-1.624607,batch2,a2i
ola_mES_a2i_2_10.counts,-23.129929,-46.453114,-42.747524,-13.441094,27.115347,6.635066,-7.075753,-22.821005,-9.398647,9.544277,batch2,a2i
ola_mES_a2i_2_11.counts,-38.58704,-8.1940155,-40.793205,-12.465394,41.664986,15.996951,0.78187186,-9.277664,2.761065,-3.0259125,batch2,a2i
ola_mES_a2i_2_12.counts,-21.998468,-43.277664,-26.257053,-29.102694,25.480042,23.169302,3.2784903,-19.695942,-4.550955,15.320655,batch2,a2i
ola_mES_a2i_2_13.counts,13.344249,-78.696266,-23.997791,-7.3652196,4.9854326,46.292595,1.2527075,1.5909851,-0.15910088,16.477266,batch2,a2i
ola_mES_a2i_2_14.counts,-21.714348,-18.330032,-45.79267,-13.213276,33.601414,-1.8749965,-4.074016,-40.317047,-3.9877362,-5.1377535,batch2,a2i
ola_mES_a2i_2_15.counts,-56.602127,56.215977,-43.026108,-22.978003,43.00689,-5.425658,32.390003,13.060246,-1.6879555,-32.182465,batch2,a2i
ola_mES_a2i_2_16.counts,-44.17149,21.164797,-48.61453,-8.586888,40.55715,5.428068,-7.383208,-16.328876,-8.759924,6.9295993,batch2,a2i
ola_mES_a2i_2_17.counts,-23.537611,-33.65037,-43.97631,-20.688578,30.29842,-3.011618,14.529316,-50.46553,-8.426016,-18.681677,batch2,a2i
ola_mES_a2i_2_18.counts,-36.20629,-19.672823,-38.26799,0.65431124,37.38167,-1.7507269,-12.114668,-26.239986,8.110814,4.4141145,batch2,a2i
ola_mES_a2i_2_19.counts,-65.6081,47.82944,-42.515217,-11.0453005,36.223965,28.945124,-6.688697,16.619097,-2.2761805,37.21991,batch2,a2i
ola_mES_a2i_2_2.counts,-63.01879,69.882706,-32.197018,-6.012785,22.968885,-32.79562,-21.924864,-1.8277652,-17.185757,14.669716,batch2,a2i
ola_mES_a2i_2_20.counts,-34.043106,-1.803765,-45.959854,-14.442826,19.708895,28.690266,-0.8025921,-5.8043957,-5.0904922,15.781307,batch2,a2i
ola_mES_a2i_2_21.counts,-50.888695,3.5289829,-29.1587,19.545385,40.468933,35.126072,-4.8359737,19.178661,30.155724,-45.8191,batch2,a2i
ola_mES_a2i_2_22.counts,-30.737612,-12.226161,-40.161404,-11.879971,38.227734,-6.0515776,9.109082,-47.783634,8.663766,-15.781424,batch2,a2i
ola_mES_a2i_2_23.counts,-7.658477,-57.594868,-35.164295,-3.9509273,38.987694,29.835077,15.043013,-5.641401,19.022617,-22.518532,batch2,a2i
ola_mES_a2i_2_24.counts,-15.4417095,-32.13805,-38.736256,-12.522406,30.512205,47.058617,17.176487,32.756496,4.2372913,-5.1311946,batch2,a2i
ola_mES_a2i_2_25.counts,-68.54126,41.013153,-30.40438,8.003289,30.778296,33.635212,12.9105425,55.924606,0.92499954,-9.658348,batch2,a2i
ola_mES_a2i_2_26.counts,-9.613551,-55.017586,-40.58147,-1.658392,29.719362,33.512802,-8.969121,-12.053425,-6.387551,8.161761,batch2,a2i
ola_mES_a2i_2_27.counts,-12.857579,-52.90909,-36.05984,7.4095106,28.199308,49.307186,-4.823794,3.511507,11.955815,-9.324823,batch2,a2i
ola_mES_a2i_2_28.counts,-5.9369984,-47.248528,-40.324654,-14.701053,28.568403,9.32422,14.251829,-28.706724,10.7014475,-20.367895,batch2,a2i
ola_mES_a2i_2_29.counts,-40.701637,-36.062366,-43.53325,-17.859093,31.729874,19.760872,1.0791316,-12.860095,6.0260053,17.044739,batch2,a2i
ola_mES_a2i_2_3.counts,-31.689077,-1.7384032,-32.98267,-7.2673726,33.32104,41.434982,15.825346,29.302197,-0.6774861,-19.203295,batch2,a2i
ola_mES_a2i_2_30.counts,-18.06412,-69.550446,-43.363983,-8.741776,36.56417,7.0388837,-7.764452,-33.329964,11.276105,-2.6676066,batch2,a2i
ola_mES_a2i_2_31.counts,-64.986046,22.973341,-41.025806,-9.816666,52.16619,5.136952,4.5212994,6.4730244,3.6748269,-16.070013,batch2,a2i
ola_mES_a2i_2_32.counts,-9.998313,-62.370934,-36.7247,-17.390728,26.877447,42.81796,10.683453,-3.7901013,0.6931792,0.63588214,batch2,a2i
ola_mES_a2i_2_33.counts,-21.700846,-22.490541,-41.36337,-14.554376,32.506382,15.594921,12.750299,-16.306795,4.365485,-15.160129,batch2,a2i
ola_mES_a2i_2_34.counts,-3.9565723,-44.633327,-46.354427,-21.803587,25.889395,35.176567,3.0137627,0.871651,7.129297,13.60442,batch2,a2i
ola_mES_a2i_2_35.counts,1.9490861,-71.788246,-42.318623,-0.9815897,26.022217,25.545753,-12.517952,-34.333263,23.623556,-16.830494,batch2,a2i
ola_mES_a2i_2_36.counts,-17.98994,-52.9193,-48.221558,-21.850824,33.91789,-16.19035,11.486329,-34.56462,7.1158624,-1.9577404,batch2,a2i
