,asw_batch_norm,asw_batch_norm_sub,asw_celltype_norm,fscore,method_use
0,0.5211636908352375,0.4788363091647625,0.5052462168969214,0.4916868805436269,scanorama
1,0.5204543117433786,0.47954568825662136,0.504737239331007,0.49181908989717005,scanorama
2,0.5157312527298927,0.48426874727010727,0.5024950080551207,0.49321355136343115,scanorama
3,0.5264326315373182,0.47356736846268177,0.5028016122523695,0.48774682743150305,scanorama
4,0.5211359709501266,0.47886402904987335,0.509293969720602,0.4936104603002046,scanorama
5,0.5289572328329086,0.47104276716709137,0.5031913137063384,0.486586608857243,scanorama
6,0.5216625314205885,0.4783374685794115,0.5014816573821008,0.4896362199416473,scanorama
7,0.5260226037353277,0.4739773962646723,0.5031959025654942,0.48814981742659497,scanorama
8,0.5206982959061861,0.4793017040938139,0.4993914143415168,0.4891403676902937,scanorama
9,0.5225117243826389,0.47748827561736107,0.5024100479204208,0.48963224381944326,scanorama
10,0.5264270883053541,0.4735729116946459,0.5016485573723912,0.4872065997265929,scanorama
11,0.5223858691751957,0.4776141308248043,0.5033608484081924,0.4901496148080924,scanorama
12,0.52220793440938,0.47779206559062004,0.5027640098705888,0.48996005591562836,scanorama
13,0.516161659732461,0.483838340267539,0.49940347392112017,0.4914977057708313,scanorama
14,0.5200416296720505,0.4799583703279495,0.5030788655858487,0.49124672728915975,scanorama
15,0.5213750004768372,0.47862499952316284,0.506062067579478,0.49196128383530563,scanorama
16,0.5191435646265745,0.4808564353734255,0.502812857972458,0.49158960268478,scanorama
17,0.5222785510122776,0.4777214489877224,0.5051338970661163,0.49104539789728424,scanorama
18,0.5240963697433472,0.47590363025665283,0.5055930595844984,0.49029930509041797,scanorama
19,0.522421807050705,0.47757819294929504,0.5073989238590002,0.4920371387839281,scanorama
