,asw_batch_norm,asw_batch_norm_sub,asw_celltype_norm,fscore,method_use
0,0.5569910630583763,0.4430089369416237,0.6768994927406311,0.5355304357882767,quantnorm
1,0.5566553547978401,0.4433446452021599,0.6780670583248138,0.5361410059317363,quantnorm
2,0.5548126213252544,0.44518737867474556,0.6821952313184738,0.5387784130835753,quantnorm
3,0.5544271133840084,0.4455728866159916,0.6813762784004211,0.538804774275893,quantnorm
4,0.5550128817558289,0.44498711824417114,0.6809495687484741,0.5382430287023304,quantnorm
5,0.5543053224682808,0.4456946775317192,0.681022584438324,0.5387831560019659,quantnorm
6,0.5537044368684292,0.4462955631315708,0.679446741938591,0.5387273178695998,quantnorm
7,0.5555158481001854,0.4444841518998146,0.6782538592815399,0.5370319494185806,quantnorm
8,0.5553904920816422,0.44460950791835785,0.681023582816124,0.5379897988590617,quantnorm
9,0.5576150827109814,0.44238491728901863,0.6764757484197617,0.5349417978209559,quantnorm
10,0.5554504692554474,0.4445495307445526,0.679593101143837,0.5374990426316707,quantnorm
11,0.5540752857923508,0.44592471420764923,0.679643303155899,0.5385187586136755,quantnorm
12,0.5561356954276562,0.4438643045723438,0.6790065914392471,0.5368146767001216,quantnorm
13,0.5512354373931885,0.4487645626068115,0.6776210367679596,0.5399435297239981,quantnorm
14,0.5550049021840096,0.44499509781599045,0.6811185330152512,0.5383016419038925,quantnorm
15,0.5540007427334785,0.44599925726652145,0.6795666366815567,0.5385490389371438,quantnorm
16,0.5546516217291355,0.4453483782708645,0.6813070476055145,0.538618963326093,quantnorm
17,0.5553373768925667,0.4446626231074333,0.6806049793958664,0.5378979982448381,quantnorm
18,0.5543588250875473,0.4456411749124527,0.6781691759824753,0.5378489495733371,quantnorm
19,0.5554454959928989,0.44455450400710106,0.678560420870781,0.5371793832618855,quantnorm
