,asw_batch_norm,asw_batch_norm_sub,asw_celltype_norm,fscore,method_use
0,0.6159652844071388,0.3840347155928612,0.6169043704867363,0.4733808435751841,bbknn
1,0.6164201274514198,0.38357987254858017,0.6159215271472931,0.4727459130221786,bbknn
2,0.6168722957372665,0.38312770426273346,0.6222881302237511,0.4742631149117427,bbknn
3,0.6182811558246613,0.38171884417533875,0.6191247552633286,0.47226476966432335,bbknn
4,0.6137595921754837,0.3862404078245163,0.6192501559853554,0.4757467477107134,bbknn
5,0.6180952787399292,0.3819047212600708,0.6166841760277748,0.4716948065235621,bbknn
6,0.6173439770936966,0.3826560229063034,0.6196280121803284,0.47312814037144474,bbknn
7,0.6189068183302879,0.38109318166971207,0.6195168793201447,0.47189942984312705,bbknn
8,0.6189508065581322,0.38104919344186783,0.6184001639485359,0.4715414181908622,bbknn
9,0.6162338480353355,0.38376615196466446,0.6144489943981171,0.4724527112575479,bbknn
10,0.6179529204964638,0.3820470795035362,0.6202847585082054,0.47285334349688707,bbknn
11,0.6179715171456337,0.3820284828543663,0.6161236763000488,0.4716250746919425,bbknn
12,0.6155211552977562,0.3844788447022438,0.6185652166604996,0.4742069646502085,bbknn
13,0.6181355118751526,0.3818644881248474,0.61607226729393,0.47148503093141836,bbknn
14,0.6195642873644829,0.3804357126355171,0.6170840635895729,0.4706890451357753,bbknn
15,0.6176175624132156,0.38238243758678436,0.6161695793271065,0.47190816646308026,bbknn
16,0.6170412600040436,0.3829587399959564,0.6186675950884819,0.4730789405041763,bbknn
17,0.6137000620365143,0.3862999379634857,0.6190318837761879,0.4757274625732145,bbknn
18,0.6158132031559944,0.3841867968440056,0.6153720617294312,0.4730443219732666,bbknn
19,0.6135798916220665,0.3864201083779335,0.6187259629368782,0.47572817618749336,bbknn
