,asw_batch_norm,asw_batch_norm_sub,asw_celltype_norm,fscore,method_use
0,0.608747273683548,0.391252726316452,0.6319663524627686,0.4832954417470804,scbatch
1,0.6092037335038185,0.3907962664961815,0.6372811049222946,0.4844909214733024,scbatch
2,0.6082928702235222,0.3917071297764778,0.6333477795124054,0.4840459542508146,scbatch
3,0.610752522945404,0.38924747705459595,0.6304028779268265,0.4813075944360249,scbatch
4,0.6062938198447227,0.39370618015527725,0.635823592543602,0.48629516991377725,scbatch
5,0.6067669913172722,0.3932330086827278,0.632766991853714,0.4850387287946541,scbatch
6,0.6072146594524384,0.39278534054756165,0.6316381692886353,0.4843664969511396,scbatch
7,0.6057376265525818,0.3942623734474182,0.6299554109573364,0.4849900465933175,scbatch
8,0.6095663383603096,0.3904336616396904,0.6329300701618195,0.48295087499363487,scbatch
9,0.6096170991659164,0.39038290083408356,0.6352294981479645,0.48357982884862155,scbatch
10,0.6099246963858604,0.39007530361413956,0.6348665505647659,0.48323865682001027,scbatch
11,0.6094905585050583,0.3905094414949417,0.633818119764328,0.4832672073262579,scbatch
12,0.6073272973299026,0.39267270267009735,0.62894506752491,0.48348720372961307,scbatch
13,0.6095489412546158,0.3904510587453842,0.6306284219026566,0.4822925926403897,scbatch
14,0.6120045483112335,0.3879954516887665,0.6318040192127228,0.4807554677323386,scbatch
15,0.6090571284294128,0.39094287157058716,0.6324785202741623,0.48320852171557116,scbatch
16,0.6102786362171173,0.3897213637828827,0.6350960284471512,0.48303335250961316,scbatch
17,0.609365664422512,0.39063433557748795,0.6324247568845749,0.4829570970603954,scbatch
18,0.6075993031263351,0.39240069687366486,0.6306162774562836,0.48377353053364275,scbatch
19,0.6100098043680191,0.3899901956319809,0.6346500515937805,0.4831106301924745,scbatch
